total,race_percent_white,race_percent_black,race_percent_native,race_percent_asian,race_percent_pacific_islander,race_percent_hispanic,race_percent_other,income_percent_below_15K,income_percent_15K_35K,income_percent_35K_65K,income_percent_above_65K,male_percent,female_percent,disability_percent,male_disability_percent,female_disability_percent,district,year,is_midterm,lagged_turnout,lagged_percentage_turnout,ballots_cast,check_in_stations,voting_booths,cluster,7 AM,8 AM,9 AM,10 AM,11 AM,12 PM,1 PM,2 PM,3 PM,4 PM,5 PM,6 PM,7 PM
1533.5918280142275,0.3552628704531482,0.5635695352539929,0.0,0.0,0.0,0.0027408569166535,0.0,0.2937126744526592,0.3377848363671923,0.1958538591095672,0.0654368507647555,0.4720655037693646,0.5279344962306357,0.2794347183391477,0.174948037760257,0.1044866805788907,MCKEESPORT WARD 6 DIST 2,2026,1,144,50.17,99,1,3,1,24,2,3,3,3,2,2,8,8,6,8,6,8
1444.172518152693,0.2951916538633996,0.6181522774074704,0.0020532381828912,0.0,0.0,0.0,0.0057553154427566,0.266048988415569,0.3503220698292152,0.201040965389408,0.0847582533326019,0.4732205870998203,0.5267794129001797,0.219330909711955,0.1659409578051087,0.0533899519068462,MCKEESPORT WARD 7 DIST 1,2026,1,264,57.14,178,1,3,1,46,6,6,4,5,6,4,15,15,17,16,12,12
1300.224972678365,0.23177561869191,0.7601365736082022,3.5876074807635096e-08,0.0,0.0,0.0,0.0109219156875446,0.2349150283492314,0.163549078293534,0.3260284704024981,0.174608046047125,0.5105593559429629,0.4894406440570371,0.1627036404308071,0.1522463801085581,0.0104572603222487,MCKEESPORT WARD 7 DIST 2,2026,1,156,57.78,114,1,3,1,27,4,3,4,4,3,4,7,8,8,10,7,11
1288.6463069164363,0.2319117963889334,0.7612918080719889,0.0,0.0,0.0,0.0,0.0112741670847006,0.2354525493142255,0.1548155013637132,0.3301526216719996,0.1782823761914441,0.5125124749240562,0.4874875250759433,0.1585609488136149,0.1504651007333008,0.0080958480803143,MCKEESPORT WARD 7 DIST 3,2026,1,173,55.63,115,1,3,1,29,4,4,4,4,3,3,7,11,9,10,11,9
1460.256346873898,0.2498024098114864,0.7917711275214859,0.0030366285333685,0.0,0.0,0.0,0.0,0.1609419172446906,0.3024914012119358,0.3796071564943978,0.1093082565387212,0.437565610794441,0.5624343892055591,0.4262132618048572,0.2767428101879622,0.1494704516168949,MCKEESPORT WARD 7 DIST 4,2026,1,204,50.62,148,1,3,1,47,4,5,5,4,5,5,10,13,11,11,12,13
1499.309344517393,0.2528773356850082,0.8005562342931701,0.0037563467031844,0.0,0.0,0.0,0.0,0.1449318819455645,0.3366084172280415,0.388137241805178,0.0936200641769403,0.4217720333233246,0.578227966676675,0.4861603382205259,0.3041251283634809,0.1820352098570448,MCKEESPORT WARD 7 DIST 5,2026,1,305,57.01,214,1,3,1,60,5,5,6,6,6,6,17,16,15,21,20,19
1444.430383622716,0.2485268735490387,0.7886647633945009,0.0027617806057926,0.0,0.0,0.0,0.0,0.1672584035811241,0.2887457501393878,0.3763756351256107,0.1156042999922899,0.4438783829123483,0.5561216170876515,0.4028360094125084,0.2659909711608011,0.1368450382517073,MCKEESPORT WARD 7 DIST 6,2026,1,242,56.94,172,1,3,1,41,4,5,6,5,5,5,12,13,15,14,15,13
1287.8,0.2319245224413728,0.7613742817207646,0.0,0.0,0.0,0.0,0.0113003571983226,0.2354926230781177,0.1541711445876688,0.3304565926386083,0.1785536574002174,0.5126572449138064,0.4873427550861933,0.1582543873272247,0.1503339027799348,0.0079204845472898,MCKEESPORT WARD 7 DIST 7,2026,1,181,55.35,118,1,3,1,41,4,3,4,4,4,4,10,11,8,8,8,11
1215.324989540704,0.5454484784032592,0.3106358655108987,0.0,0.0,0.0,0.0190430750139939,0.0,0.4169488936421421,0.2136329702850456,0.1767591459995456,0.0468442251216732,0.4921148301642887,0.507885169835711,0.312531704788866,0.1257453873920065,0.1867863173968595,MCKEESPORT WARD 8 DIST 1,2026,1,172,64.42,111,1,3,4,28,3,3,3,3,4,4,9,8,9,9,7,8
2827.8,0.2634653794469198,0.5925339132894829,0.0,0.0267894476271306,0.0,0.0273169955442392,0.061976235943136,0.2379530376971498,0.344663837612278,0.2036479241813423,0.154217059197963,0.3871560930758894,0.6128439069241106,0.3237852747719074,0.1835349034585189,0.1402503713133884,MCKEESPORT WARD 8 DIST 2,2026,1,350,65.91,257,1,3,1,90,8,8,9,9,7,10,18,22,23,17,25,20
2827.3870784212804,0.2634632259208719,0.5925758868285341,0.0,0.0267761426421707,0.0,0.0273042591028142,0.0619532666831812,0.2379423994578391,0.3446895585798326,0.2036519828983461,0.1541875308771498,0.3871846198377482,0.6128153801622517,0.3237613218430124,0.1835428641069755,0.1402184577360369,MCKEESPORT WARD 8 DIST 3,2026,1,285,57.23,210,1,3,1,67,5,6,7,8,7,6,19,19,17,20,17,20
2829.702873699368,0.263964164367593,0.5921078580611184,0.0,0.0267723604157052,0.0,0.0273012053732819,0.0619329312559133,0.2379002648959082,0.3445500578219623,0.2037155320118409,0.1542785120493344,0.3872604543460693,0.6127395456539309,0.3236667475616507,0.1834589210830217,0.1402078264786289,MCKEESPORT WARD 8 DIST 4,2026,1,324,70.13,228,1,3,1,63,7,7,6,7,7,8,19,22,21,21,22,17
2806.76517823748,0.2667379468337338,0.5892779144570043,0.0,0.0255053944331494,0.0,0.0271706594952773,0.0610525236032827,0.2402139925974485,0.3431259727826235,0.2032558133971111,0.1528073275294383,0.3884622804658794,0.6115377195341208,0.323560818142589,0.1828151893558622,0.1407456287867267,MCKEESPORT WARD 8 DIST 5,2026,1,186,36.4,137,1,3,1,33,4,4,4,4,4,5,10,9,9,11,10,10
2133.6732646944124,0.3796141986852405,0.4745334916166424,0.0,0.0,0.0,0.0233507019451385,0.0314336246535535,0.3166366564734856,0.288897372078917,0.1903575425958217,0.107802767368589,0.4308538618055267,0.569146138194473,0.3180084590725595,0.1580307400630944,0.1599777190094649,MCKEESPORT WARD 8 DIST 6,2026,1,135,66.83,98,1,3,4,28,2,3,3,2,2,2,7,6,8,8,8,8
2311.828427009721,0.7744620566913958,0.2106711562763762,0.0,0.0033215541247983,0.0,0.0,0.0088478856259834,0.1716286600717069,0.3096149263291949,0.2941737422786776,0.1834688626692563,0.416341739145104,0.5836582608548957,0.2368222161071771,0.1091406306220558,0.1276815854851209,MCKEESPORT WARD 9 DIST 1,2026,1,312,65.68,248,1,3,3,87,7,6,9,6,7,6,20,23,23,20,23,22
3231.0088544413684,0.5410111831297082,0.3315902282972158,0.000792698331472,0.0127339177948026,0.0,0.0,0.0606254763590218,0.3118069332988199,0.2858651221035083,0.2096739528668161,0.0661934327570484,0.3967571949162637,0.6032428050837362,0.2881656758909634,0.1650215278071903,0.1231441480837729,MCKEESPORT WARD 9 DIST 2,2026,1,372,65.03,264,1,3,4,85,8,7,8,9,8,8,17,21,21,19,22,18
3272.017267361127,0.7358696674143086,0.1589501730199057,0.0,0.0138267096784176,0.0,0.0,0.0521634717991865,0.2745870907600762,0.2809892541945715,0.2184465334382672,0.1174567321164192,0.3991721887236446,0.6008278112763554,0.222306794413759,0.110594236872143,0.1117125575416158,MCKEESPORT WARD 9 DIST 3,2026,1,254,65.63,199,1,3,3,48,7,5,5,6,7,7,19,14,18,13,17,17
3329.223335612458,0.8226333378937853,0.1181069672986351,0.0,0.0034882668261182,1.4179768583121344e-05,0.0022579803650813,2.90407296386722e-05,0.2788944634679852,0.1653756857961225,0.2762139656762601,0.2352363051546692,0.5134318500899252,0.4865681499100749,0.2346659060099142,0.0953210070713201,0.1393448989385939,MILLVALE DIST 1,2026,1,357,70.0,269,1,3,3,81,9,7,9,9,9,7,20,21,25,24,26,19
3335.924475362692,0.8228616948456066,0.1178601895468495,0.0,0.0034490598842245,0.0,0.0022954626423831,6.444155378863218e-05,0.2785989174437109,0.1658366001314256,0.2760742792949773,0.235181893353437,0.5133685419189375,0.486631458081062,0.234845819318378,0.0953416294202997,0.1395041898980784,MILLVALE DIST 2,2026,1,334,72.14,254,1,3,3,60,8,9,7,6,9,9,21,23,23,17,17,20
3329.754021014858,0.8226468543974341,0.1181610243879865,0.0,0.0034589190945702,0.0,0.0022316978608226,1.178149762893505e-05,0.2789917742325183,0.1654294468924428,0.2763157939423413,0.2350110779854601,0.5132765552354226,0.4867234447645772,0.2348872831104129,0.0953753407919543,0.1395119423184584,MILLVALE DIST 3,2026,1,334,73.73,254,1,3,3,61,7,7,6,8,8,8,22,18,23,21,24,22
3328.9690997900047,0.8226920081984452,0.1181160679529385,0.0,0.0034626497347544,3.434953255085691e-07,0.0022355848011588,1.3746775344914264e-05,0.2789165742239973,0.1654533520275719,0.2763661124021007,0.2349944174938751,0.5132500176322173,0.4867499823677825,0.234855904952454,0.095349847381077,0.1395060575713768,MILLVALE DIST 4,2026,1,325,71.9,251,1,3,3,89,7,6,9,8,8,9,18,20,17,22,19,17
3331.646222152676,0.8226389788617369,0.1181519625317266,0.0,0.0034537977690719,0.0,0.0022397206322781,1.944547050554333e-05,0.2789969970978345,0.1654769794510354,0.2762192291700022,0.2350618404352595,0.513323371137575,0.4866766288624249,0.2349074382733462,0.0953942430301143,0.1395131952432318,MILLVALE DIST 5,2026,1,401,76.97,328,1,3,3,98,9,8,10,11,11,9,31,25,22,29,31,28
4184.828227717225,0.6823754668289754,0.1127861795787839,1.8344346030813546e-07,0.1109369661357645,0.0,0.0019936758506079,0.0057887421006418,0.168049298282777,0.2236174440206531,0.3301697741797578,0.2212766242620762,0.45020713857222,0.5497928614277797,0.1344048517830575,0.0501461461118123,0.084258705671245,MONROEVILLE WARD 1 DIST 1,2026,1,540,76.81,451,1,3,2,142,14,12,17,16,15,15,38,30,39,31,30,31
4270.181705458334,0.7936311021590279,0.1159710753044841,0.0043098388972363,0.0427029730173603,0.0,0.0,0.0037175982716836,0.1884247414489635,0.1354805225884327,0.2010502155724687,0.3855786545469785,0.5321300922872806,0.4678699077127197,0.1691987671751203,0.0786492285565757,0.0905495386185445,MONROEVILLE WARD 1 DIST 2,2026,1,535,84.12,489,1,3,0,120,15,15,16,19,16,17,42,40,34,36,45,44
3767.949064800006,0.5992189417636615,0.2608189703104316,0.0038155822412164,0.0528952886331527,0.0,0.0017702522043842,0.0094007470889053,0.1775345130563371,0.0426119410275437,0.2361923580123739,0.4593896990412117,0.4283646246311819,0.5716353753688181,0.0875408598948726,0.0073250601438321,0.0802157997510403,MONROEVILLE WARD 1 DIST 3,2026,1,678,84.54,578,1,3,2,192,20,20,18,15,19,21,53,41,56,41,54,54
4268.632594467512,0.7890936739501045,0.1163625098168305,0.0041572589600734,0.04572242218854,0.0,0.0,0.0037936552881057,0.1884533674875025,0.1386143404109625,0.2051999996514173,0.3792279970942877,0.5294662553407468,0.470533744659253,0.1681528979574874,0.0775809586597027,0.0905719392977844,MONROEVILLE WARD 1 DIST 4,2026,1,608,66.23,518,1,3,0,127,19,17,16,19,15,16,41,35,35,48,43,45
3772.745678489948,0.6012739886472724,0.2592612875601053,0.0038206405088099,0.0528165971025574,0.0,0.0017411066596255,0.009344077682961,0.1776194623989073,0.043512424811034,0.2358327327813795,0.4586902669740698,0.42948125743215,0.57051874256785,0.0883391787234843,0.0080463625529832,0.0802928161705009,MONROEVILLE WARD 2 DIST 1,2026,1,795,83.16,691,1,3,2,228,19,18,25,19,26,19,62,49,53,66,53,65
4012.365093354129,0.6988014557214679,0.1860102208691903,0.0040670318920268,0.0483563346994229,0.0,0.0003392617659534,0.0065751760506244,0.1823510805487698,0.0880566258104073,0.2184347983200364,0.4237451024405912,0.48200380514461,0.5179961948553901,0.1277281656305356,0.0430252764078413,0.0847028892226942,MONROEVILLE WARD 2 DIST 2,2026,1,818,83.55,724,1,3,2,179,24,26,27,27,23,23,49,51,56,52,66,67
3343.414913267831,0.6567970382897905,0.1135116009900691,0.0013731883134469,0.1754916084604149,0.0,0.0,0.0152866046954821,0.1703083861671694,0.1614352580247337,0.1786847116471343,0.383487326039262,0.5139863094637857,0.4860136905362144,0.1302400825840934,0.0605459296340396,0.0696941529500535,MONROEVILLE WARD 2 DIST 3,2026,1,896,81.9,752,1,3,2,265,22,27,28,28,20,26,68,60,63,73,56,72
3983.5791287803854,0.7301068750847222,0.0909252723960308,0.0,0.1139716108399401,0.0,0.0085760780118479,0.0,0.1488853328925974,0.2123753430796346,0.3291044153274715,0.2726602769835528,0.4904387653101346,0.5095612346898656,0.1126798392049222,0.0229849284077088,0.0896949107972133,MONROEVILLE WARD 3 DIST 1,2026,1,954,80.03,764,1,3,2,219,23,28,24,25,28,27,52,54,73,72,75,61
3985.824561235053,0.7242476676203237,0.0994923700745189,5.3999033857480834e-05,0.1084863559434901,0.0,0.0080340220902829,0.0,0.1478063438339409,0.2125326678212262,0.3267186080538297,0.2743640957790401,0.4876250891615263,0.5123749108384738,0.114650869124728,0.026436190564961,0.0882146785597669,MONROEVILLE WARD 3 DIST 2,2026,1,537,82.62,466,1,3,2,111,14,15,13,13,14,17,42,40,43,44,43,41
3964.824657462452,0.5715213976815257,0.2855201068451831,0.0,0.0052789376085625,0.0,0.0,0.049637240263772,0.1116592773353179,0.2390201953179484,0.3099190045804444,0.2802881902598531,0.4073614977906571,0.592638502209343,0.14453314721248,0.0885636167777654,0.0559695304347144,MONROEVILLE WARD 3 DIST 3,2026,1,817,82.61,702,1,3,4,224,27,20,23,20,27,24,54,59,65,50,60,67
3985.290594610116,0.7302357453472483,0.0910249508328876,0.0,0.1137142556062648,0.0,0.0086016149798656,0.0,0.1488363418417922,0.2123431513099038,0.3294353055163516,0.2725466545641819,0.4903296756360009,0.509670324363999,0.1125856424721337,0.0228615351928123,0.0897241072793213,MONROEVILLE WARD 3 DIST 4,2026,1,383,85.49,330,1,3,2,113,12,13,12,12,9,11,32,27,27,27,31,27
3322.592837248647,0.7020621619223778,0.0441541187686644,0.0,0.2106837615168728,0.0,0.0,0.0133285671922716,0.1617993375273463,0.2273559918752096,0.1931023696556471,0.3206447939873066,0.5446777624791508,0.4553222375208492,0.1446961912353805,0.0739614111174203,0.0707347801179601,MONROEVILLE WARD 4 DIST 1,2026,1,570,84.32,488,1,3,2,153,14,14,16,17,16,17,45,44,38,47,41,43
3106.6516837766662,0.6924881662517605,0.0311267823153871,0.0,0.2384616438633509,0.0,0.0,0.0182766829433984,0.1666355716212633,0.2333724813562896,0.1520246546974214,0.3329652167561792,0.5596593371620187,0.4403406628379814,0.1543633647530418,0.0886561553186847,0.065707209434357,MONROEVILLE WARD 4 DIST 2,2026,1,845,79.87,731,1,3,2,241,21,20,27,20,24,22,70,70,51,58,61,65
3983.825975749906,0.7301335897460824,0.0909356048401867,0.0,0.1139472410305713,0.0,0.0085903840955295,0.0,0.1489300938955018,0.2124285645676232,0.3292346875097441,0.2724767639438328,0.4904004275266553,0.5095995724733449,0.1126271736304211,0.0229172130265092,0.0897099606039116,MONROEVILLE WARD 4 DIST 3,2026,1,847,84.19,721,1,3,2,203,28,24,21,23,28,26,50,65,53,62,48,68
4245.729337912693,0.6642174830347416,0.1264978949627442,0.0,0.1322109348005734,0.0,0.0,0.0057543063727244,0.1838747759182483,0.2173464401096154,0.3195482313690532,0.2159586390718232,0.4530699518086123,0.5469300481913874,0.1327708909873506,0.0437068055422051,0.0890640854451452,MONROEVILLE WARD 5 DIST 1,2026,1,510,83.2,421,1,3,2,124,13,11,16,12,12,12,31,39,40,33,28,33
4246.292822948273,0.6647254324607251,0.1264149420976368,1.6117003271595063e-05,0.1319254798085932,0.0,0.0,0.0057452329364641,0.1838908043614951,0.2169891971367616,0.3191138763358139,0.2166276662907136,0.4533623971232452,0.5466376028767544,0.1328733223854849,0.0437933424748789,0.0890799799106058,MONROEVILLE WARD 5 DIST 2,2026,1,568,63.75,466,1,3,2,148,16,12,17,15,15,18,38,41,38,39,33,43
3899.703093101989,0.7596817007872939,0.0894627242878463,0.0029707143066029,0.1067443320881107,0.0,0.0,0.0085023337033258,0.1816158002698611,0.1661807297009943,0.1834726222476482,0.3705370476683091,0.5417194909380173,0.4582805090619828,0.1644063062471479,0.0825678810043176,0.0818384252428301,MONROEVILLE WARD 5 DIST 3,2026,1,762,75.82,671,1,3,2,226,26,20,22,18,24,19,56,53,46,65,64,53
4225.614289462358,0.6702946301539399,0.1219273226253592,0.0,0.125170433452684,0.0,0.0,0.0057642533506604,0.1786273517792454,0.2193410799202073,0.3231686590969852,0.2177129364974588,0.452083385560071,0.5479166144399291,0.1332635792282205,0.0457844794490074,0.087479099779213,MONROEVILLE WARD 5 DIST 4,2026,1,433,66.31,360,1,3,2,110,13,12,10,11,13,12,27,26,32,26,35,25
3974.5567484177136,0.7487724376771367,0.0596652708072138,1.681479211991218e-05,0.032473302545373,0.0,0.029367385195593,0.0059020341239035,0.1069552855987965,0.2504514882118047,0.3640666754195059,0.2449940329365508,0.4415853868155507,0.5584146131844494,0.1415821329524344,0.0760820915688825,0.0655000413835518,MONROEVILLE WARD 6 DIST 1,2026,1,671,80.36,563,1,3,3,160,16,15,17,20,21,21,53,41,54,49,49,48
4004.719875096569,0.73885367646367,0.0678649086379986,1.3970994485371155e-05,0.0445301968750305,0.0,0.0250776314954448,0.0058870233790861,0.1164540394188281,0.2459205976995933,0.3595082757115043,0.2410474099010134,0.4427608968162912,0.5572391031837088,0.1402528116448664,0.0718391540956454,0.0684136575492209,MONROEVILLE WARD 6 DIST 2,2026,1,668,76.0,562,1,3,3,151,22,21,19,21,21,20,40,50,38,37,54,55
3974.1514568015896,0.7461984882526997,0.0629738325095546,4.831045092818126e-06,0.0320609421694684,0.0,0.0288826833554953,0.0066489944736063,0.1068736106052767,0.2501596434199938,0.3634267431915042,0.2456591539031482,0.4411380371121289,0.5588619628878713,0.1414201685997397,0.0761796041816898,0.0652405644180497,MONROEVILLE WARD 6 DIST 3,2026,1,676,62.19,565,1,3,3,163,18,17,17,18,22,22,55,53,52,54,41,47
4209.013485841016,0.7864834443027147,0.1038652350810647,0.0034251769617904,0.0404863930476188,0.0,0.0047047885006908,0.0041414058919269,0.1719543435352046,0.1576829532622828,0.2348459760699381,0.3570303407417651,0.5148676322815543,0.4851323677184458,0.1637417920008563,0.0780123415043984,0.0857294504964576,MONROEVILLE WARD 6 DIST 4,2026,1,250,66.31,229,1,3,0,72,8,8,6,7,8,8,21,19,16,18,19,16
3962.423533587652,0.5715018392503755,0.2855975194695434,0.0,0.005202805066785,0.0,0.0,0.0496101797060591,0.1116203369665018,0.2390963183053858,0.3100440214683884,0.2802026594330264,0.4073775493023283,0.5926224506976716,0.1445896717534287,0.088552692386943,0.0560369793664857,MONROEVILLE WARD 7 DIST 1,2026,1,1278,81.87,1118,1,6,4,390,40,34,30,39,36,31,92,75,108,102,108,80
3964.6,0.5714163850073145,0.2856319931392826,0.0,0.005249054129042,0.0,0.0,0.0496521212732684,0.1116855672703425,0.2390991272763959,0.3099303838974928,0.2801537607829287,0.4073046461181455,0.5926953538818542,0.1445290823790546,0.0885839681178428,0.0559451142612116,MONROEVILLE WARD 7 DIST 2,2026,1,667,79.4,560,1,3,4,197,16,21,22,16,19,20,48,40,49,45,51,49
3969.6905261902375,0.6634743825270374,0.1676638158620318,8.218290846492977e-07,0.0193142741749664,0.0,0.0141471378216572,0.027158157382593,0.1094211442525186,0.2438694050860973,0.3389237622011681,0.2624606744932788,0.4257724413277441,0.5742275586722556,0.1424601179397016,0.081713732776466,0.0607463851632354,MONROEVILLE WARD 7 DIST 3,2026,1,550,78.01,471,1,3,2,124,14,12,18,14,15,13,34,33,39,44,43,37
4723.736219328292,0.9231299576775543,0.0102118088560426,0.0,0.0355992060674345,0.0,0.0063656448284673,0.0131756116261661,0.1934381870375012,0.110478446707588,0.2511249203092194,0.3533767597975984,0.4930370274341737,0.5069629725658263,0.1352386179137203,0.0748326523407571,0.0604059655729631,MOON DIST 1,2026,1,528,59.19,478,1,3,0,142,14,18,14,16,14,12,41,38,41,43,42,41
7208.557729826817,0.7268588394939511,0.0372787876702003,0.0,0.065353536569594,0.0,0.0048926946461824,0.1000934721008261,0.1381686976685484,0.1554928274469016,0.2918549138287696,0.3770293614693324,0.455279748290374,0.5447202517096259,0.1942583280458019,0.0768345816391538,0.117423746406648,MOON DIST 10,2026,1,1030,83.6,873,1,3,0,229,28,30,26,29,32,33,83,84,69,63,86,71
3881.720046267323,0.9242927832438884,0.0185488159895673,0.0,0.0355594250092507,0.0,0.000512879135686,0.0,0.0927868884422298,0.1546587717426688,0.234591753034988,0.4352188493691659,0.5148368274049057,0.485163172595094,0.1267936659440053,0.0710614511162547,0.0557322148277505,MOON DIST 11,2026,1,963,81.68,796,1,3,0,250,24,30,28,29,25,22,75,64,53,63,55,54
7210.663399834936,0.7266419506966568,0.0372813829515399,0.0,0.0654065062732882,0.0,0.0048897397914276,0.100195898248071,0.137964079676032,0.15558797317702,0.291898479454048,0.3771641528482115,0.4551857596978509,0.5448142403021493,0.1943649884041127,0.0768546864372618,0.1175103019668509,MOON DIST 12,2026,1,945,84.6,785,1,3,0,210,23,25,27,30,26,22,75,62,59,63,63,67
3586.951095865372,0.9198835665195612,0.0129533508441543,0.0,0.0436813097173065,0.0,0.0078051366113894,0.0002020303083808,0.07455654703162,0.1603301462962507,0.2530238298481508,0.4187705670126382,0.469572366822698,0.5304276331773022,0.163538222367026,0.093397225228819,0.0701409971382069,MOON DIST 13,2026,1,1100,84.42,1013,1,3,0,306,31,27,37,30,33,33,84,89,88,90,79,95
5985.8,0.921886431220555,0.0089271609475759,0.0,0.0291263991446422,0.0,0.0053929299341775,0.027081626516088,0.3216744628955194,0.0557975207992248,0.2500828293628253,0.2833588826890307,0.518627418223128,0.4813725817768719,0.1073206588927127,0.056634033880183,0.0506866250125295,MOON DIST 2,2026,1,864,82.68,752,1,3,0,256,24,28,23,24,27,28,74,68,51,69,66,65
5984.099429250799,0.921856236264406,0.008945550348611,0.0,0.0291203732791516,0.0,0.0054003959484789,0.0270640083050173,0.3215454260689228,0.0558906907412161,0.2500350116496945,0.2834401668334691,0.5185873459440731,0.481412654055927,0.107362216325579,0.0566483765442475,0.0507138397813313,MOON DIST 3,2026,1,847,72.21,752,1,3,0,231,28,29,25,24,26,29,52,65,70,62,51,65
4523.5491097325885,0.9262104910660196,0.0318351016186539,0.0,0.0216551651507155,0.0,0.0,0.0,0.1188320891715054,0.1407132350809015,0.2075797060640073,0.4670233770556904,0.5985793357619811,0.4014206642380191,0.0629353239162674,0.0309625980237272,0.0319727258925402,MOON DIST 4,2026,1,1037,85.99,912,1,3,5,295,29,32,32,29,36,34,81,74,69,90,67,65
4523.800506642519,0.9262095152024092,0.0318412739230027,0.0,0.0216501178317803,0.0,0.0,0.0,0.1188401317368573,0.1407062852800092,0.2075704302126493,0.4670369707714318,0.5986117717359074,0.4013882282640925,0.062911720934274,0.0309474385877427,0.0319642823465311,MOON DIST 5,2026,1,1393,83.71,1268,1,6,5,341,46,35,33,39,40,35,101,112,121,99,92,103
7210.470681120684,0.7267082906321584,0.0372783543815474,0.0,0.0653970973431826,0.0,0.0048898371636003,0.1001648609282941,0.1379551000998391,0.1555781118239357,0.2918920356510846,0.3771763337465426,0.455186258972087,0.5448137410279129,0.1943367145991631,0.0768479508405894,0.1174887637585738,MOON DIST 6,2026,1,1400,80.09,1121,1,6,0,322,38,32,43,43,41,38,105,97,90,80,98,79
6819.992025079006,0.7591568282735396,0.0305074253530576,0.0003379857661575,0.0842786164736754,0.0,0.0,0.0713817581662117,0.1424913778584361,0.1539854262124995,0.2774617818364546,0.3753124768392579,0.4448590502082166,0.5551409497917833,0.1606059112780302,0.0731091440884465,0.0874967671895835,MOON DIST 7,2026,1,897,72.4,769,1,3,0,240,20,30,26,25,27,20,69,57,68,61,60,68
7204.204380021999,0.7267356839858636,0.0374238475096857,0.0,0.0653227396443874,0.0,0.0048939614049898,0.1000696511194124,0.1378940317447188,0.1556816275602922,0.2918700465258224,0.3770714550470829,0.4552371784711986,0.5447628215288012,0.1944101827476496,0.0768944277765055,0.1175157549711441,MOON DIST 8,2026,1,1086,82.65,945,1,3,0,336,36,36,36,36,37,34,85,77,76,66,91,91
5933.774868302309,0.8254607867502514,0.0177787066165517,0.0009375702828451,0.1191064503199257,0.0,0.0,0.013648165194674,0.1558771051620955,0.1506064475156759,0.2547396724063531,0.3641257126270905,0.428240718468787,0.571759281531213,0.0937757028464153,0.0636328568238751,0.03014284602254,MOON DIST 9,2026,1,874,77.35,759,1,3,0,200,25,25,25,23,28,27,55,63,65,57,60,75
3754.428849781149,0.8983507649775617,0.0005929560069768,0.0,0.0111329744381438,0.0,0.0092542885657536,0.0051100474282388,0.1018893679530544,0.1651994119109444,0.147821840196535,0.4911353528924138,0.4856220560141908,0.5143779439858096,0.1386059996809348,0.0683682645792451,0.0702377351016894,MT LEBANON WARD 1 DIST 1,2026,1,711,83.94,624,1,3,5,153,17,18,19,24,17,24,45,58,42,44,50,51
5162.38795099657,0.8371710728313551,0.0140353526485207,0.0029747150456418,0.0356763234965153,0.0,0.0,0.0981083742766234,0.1427767554932113,0.1441550795947781,0.1455360662981277,0.4694647424969294,0.5036803040518301,0.49631969594817,0.0830625843619208,0.0658221180970814,0.0172404662648394,MT LEBANON WARD 1 DIST 2,2026,1,512,80.76,463,1,3,5,124,16,16,18,16,16,13,39,38,39,35,43,35
5162.386807349438,0.8371711196494203,0.0140353435384369,0.002974712636173,0.0356763060741805,0.0,0.0,0.0981083020443952,0.1427767246516051,0.1441550939892638,0.1455360660895954,0.4694647606378557,0.5036802893730634,0.4963197106269367,0.0830626263835227,0.0658221199810015,0.0172405064025211,MT LEBANON WARD 1 DIST 3,2026,1,567,88.18,501,1,3,5,134,14,16,14,17,15,14,35,46,49,42,46,42
5160.414032055671,0.8362965978345767,0.014061352228365,0.0029641396441559,0.0364893814238385,0.0,0.0,0.0980097593834118,0.1427483098974833,0.1441907784640713,0.1456442061684138,0.469413645987406,0.503792604015565,0.4962073959844347,0.083028973915334,0.0657421391997042,0.0172868347156297,MT LEBANON WARD 1 DIST 4,2026,1,657,84.02,569,1,3,5,176,20,17,21,17,21,20,39,46,47,47,43,45
5160.89930226117,0.8362140186885663,0.0139700346024732,0.0029653855345758,0.0366264219438515,0.0,0.0,0.0980359641444467,0.1427674676862365,0.1441600412144139,0.1456114076393535,0.4694812664534843,0.5038087291213982,0.4961912708786017,0.0830223230502606,0.0657222790320815,0.0173000440181789,MT LEBANON WARD 1 DIST 5,2026,1,536,86.87,476,1,3,5,129,14,13,17,13,13,17,42,36,41,41,32,39
3810.635860553293,0.8840038048312672,0.0028595868210655,0.0002934241298736,0.0267006611211664,0.0,0.0088212092793358,0.0045778365331728,0.1104307865367452,0.1569462670894628,0.1561514073397361,0.4815215424344397,0.4861867420453558,0.5138132579546443,0.1292570476191112,0.0677093309240314,0.0615477166950795,MT LEBANON WARD 1 DIST 6,2026,1,886,83.51,765,1,3,5,222,25,25,27,20,22,24,63,52,53,73,66,70
5156.947919432919,0.8371037845037171,0.014217170144881,0.0029718031975961,0.0356751935752822,0.0,0.0,0.097909529928124,0.1427513220251891,0.1443876846903975,0.1458161253845977,0.4690678440833404,0.5036844290818934,0.4963155709181062,0.0830642376868534,0.0658492630887241,0.0172149745981291,MT LEBANON WARD 1 DIST 7,2026,1,622,80.36,556,1,3,5,144,20,18,16,15,15,20,50,47,38,50,41,40
3476.2088824480606,0.9393341118483496,0.0107255499087667,0.0,0.006300045397507,0.0,0.0,0.0,0.1240031319462821,0.0898173080915865,0.16652568054422,0.5271124331412459,0.5661131422867379,0.4338868577132616,0.0734781089954296,0.0193475088970627,0.0541306000983667,MT LEBANON WARD 2 DIST 1,2026,1,856,85.77,758,1,3,5,193,23,29,24,25,22,22,60,59,61,74,53,59
