total,race_percent_white,race_percent_black,race_percent_native,race_percent_asian,race_percent_pacific_islander,race_percent_hispanic,race_percent_other,income_percent_below_15K,income_percent_15K_35K,income_percent_35K_65K,income_percent_above_65K,male_percent,female_percent,disability_percent,male_disability_percent,female_disability_percent,district,year,is_midterm,lagged_turnout,lagged_percentage_turnout,ballots_cast,check_in_stations,voting_booths,cluster,7 AM,8 AM,9 AM,10 AM,11 AM,12 PM,1 PM,2 PM,3 PM,4 PM,5 PM,6 PM,7 PM
3402.563041397424,0.7801407859179116,0.0676339477117671,0.0010602548298301,0.0339099684310559,0.0,0.0005140848946094,1.845075535078803e-05,0.1121606004826975,0.1888870770440437,0.2247604354454816,0.3686438790157195,0.473115162267509,0.5268848377324911,0.1683596213143506,0.0799639115635907,0.0883957097507599,BALDWIN BR DIST 5,2026,1,690,82.14,607,1,3,0,193,21,23,18,16,17,22,54,41,54,55,41,60
3345.65809374266,0.7244251879053469,0.0209544103186111,0.0,0.1141783412093422,0.0,0.0,0.0915696671722327,0.1708842327815421,0.1362924840499323,0.3138768426996862,0.2871705068417586,0.4320294513721726,0.567970548627827,0.1211733811094321,0.0701725176668631,0.0510008634425689,BALDWIN BR DIST 6,2026,1,616,82.91,528,1,3,2,189,14,14,18,15,16,15,36,38,40,39,38,36
5585.205196504469,0.5358966621962142,0.0638541797610076,0.0,0.325030300200315,0.0,0.0009738315873088,0.0261118904311311,0.1796660959119557,0.2637038371848191,0.2944138363970113,0.1577996119662935,0.5623038433965251,0.4376961566034751,0.1697572977723334,0.0936658983563734,0.0760913994159599,BALDWIN BR DIST 7,2026,1,705,84.63,569,1,3,2,203,18,16,15,15,17,22,39,56,46,40,40,42
2876.58709307258,0.763281441394766,0.012447622431395,0.0,0.0683750721652532,0.0,0.0,0.1064566427106022,0.1675354548175819,0.1061118323546643,0.3187924884354705,0.3179013476536428,0.4021399916708228,0.5978600083291769,0.1110372034555733,0.0653356881924534,0.0457015152631196,BALDWIN BR DIST 8,2026,1,631,86.56,555,1,3,0,165,20,21,19,16,15,16,49,41,53,45,54,51
3401.1149472420675,0.7804258891142715,0.0676365832645298,0.0010570168988733,0.033603016533678,0.0,0.0005372739096266,2.3271571106847702e-06,0.1120778885650548,0.1888033636316154,0.2247712927075114,0.3688030321055367,0.4730213714665602,0.5269786285334396,0.1683475152729779,0.0799290878475572,0.0884184274254206,BALDWIN BR DIST 9,2026,1,636,81.96,554,1,3,0,159,17,19,17,16,20,18,54,45,38,53,49,37
2054.3803551465016,0.9618871167890658,3.4652246197233586e-05,0.0,0.0163040131603357,0.0,1.8504763754454267e-05,0.0,0.2384959354888701,0.1512690689855227,0.252542658084598,0.3319415345491972,0.5231060472132749,0.476893952786725,0.1343528763596826,0.0655302993726669,0.0688225769870156,BALDWIN TP DIST 1,2026,1,696,86.03,599,1,3,0,194,21,18,18,20,21,23,56,43,45,42,52,45
2061.8992709182025,0.9610623692370154,0.0003353585488134,2.3380856471884093e-05,0.0161796164047086,4.841922757498971e-05,0.0002995480409751,0.0,0.2382185484223575,0.1517483351641765,0.2524903123282975,0.3317828556419068,0.5230053058128012,0.4769946941871986,0.1343959549178661,0.0655687588408462,0.0688271960770198,BALDWIN TP DIST 2,2026,1,625,82.02,555,1,3,0,170,16,18,20,18,15,19,52,39,44,42,49,40
1669.386269218732,0.8249836401771294,0.0053011962624382,0.0,0.0259123701637008,0.0,0.0,0.0405957200731981,0.1465313223370117,0.1190757929687326,0.1587167403646841,0.5051927636733274,0.4717815507951259,0.5282184492048742,0.0641192432611673,0.045179923235603,0.0189393200255641,BELL ACRES,2026,1,991,83.42,869,1,3,5,249,33,30,32,30,28,28,79,68,83,79,78,63
3100.3699877258027,0.8202216890333955,0.1298417890214712,0.0,0.0081349963017686,0.0,0.0014548331240949,0.0110198998641636,0.038428427891924,0.2486835601742519,0.3986119994229646,0.2662974895957744,0.4808586272801163,0.5191413727198835,0.1402957009740944,0.0608529205042554,0.0794427804698388,BELLEVUE WARD 1 DIST 1,2026,1,717,73.69,608,1,3,3,212,22,17,17,17,21,22,41,47,50,59,60,48
3093.450565562637,0.8395011344792591,0.1116914905804217,0.0,0.0130449687083233,1.1515903416651965e-06,0.0,0.0101924006963385,0.0462389064448038,0.2403796136117077,0.3931169582090563,0.2575290272222872,0.4793854997030549,0.520614500296945,0.1531449742031604,0.0701067733490257,0.0830382008541345,BELLEVUE WARD 1 DIST 2,2026,1,743,75.51,635,1,3,3,175,16,19,18,25,20,18,60,54,46,56,55,42
3127.4686866646766,0.7690131356546612,0.1780241188333461,0.0,0.0,0.0,0.0052117728238906,0.0133758906032939,0.0166417928560533,0.2726754701609288,0.4138865190555382,0.2894436413685287,0.4846603330788304,0.5153396669211695,0.1052728519042058,0.0359688700618168,0.0693039818423887,BELLEVUE WARD 2 DIST 1,2026,1,788,72.16,677,1,3,3,175,18,26,25,21,24,20,61,56,59,53,59,61
3116.659311610334,0.7438459978710222,0.2014168223591153,0.0,0.0,0.0,0.0072914359385076,0.0143276107833449,0.0070004124888525,0.2846090643065166,0.4205371529742661,0.300765748713616,0.4854975738779605,0.5145024261220393,0.0885714405815268,0.0229207540598231,0.0656506865217034,BELLEVUE WARD 2 DIST 2,2026,1,738,74.62,603,1,3,3,153,18,18,20,21,21,19,42,40,57,58,59,50
2627.9496296592697,0.7789433815222487,0.1575220370292925,0.0,0.0,3.4824905095593365e-07,0.0112084262387103,0.0088047270840275,0.0221048746201626,0.270191552354486,0.3968942175361382,0.3026758980773863,0.46331294280351,0.5366870571964899,0.1157545363574527,0.0198859119681215,0.0958686243893311,BELLEVUE WARD 3 DIST 1,2026,1,786,75.0,678,1,3,3,226,24,22,21,19,24,24,64,55,52,58,54,51
1838.3118321914171,0.8347483841732921,0.0871680438566763,2.6373164750750017e-06,0.0,1.422580189911466e-06,0.017297693041666,4.8411198656926185e-06,0.0470369220033334,0.2466320832084131,0.3589594357300854,0.3047506877462332,0.4285300094370316,0.5714699905629684,0.1596271287778796,0.0152272064267213,0.1443999223511581,BELLEVUE WARD 3 DIST 2,2026,1,761,77.57,682,1,3,3,164,19,25,25,19,24,20,63,52,48,51,59,63
2016.5983883839783,0.8943303421779367,0.0172738922283111,4.536319001680802e-05,0.0152192289429639,0.0,0.00921140720196,0.0128496055953975,0.1252485461059493,0.153850527973768,0.2414409754239414,0.3902672843129507,0.4771968611445433,0.5228031388554566,0.1071829185656339,0.0450926462863537,0.06209027227928,BEN AVON DIST 1,2026,1,428,86.29,366,1,3,0,122,11,13,14,10,13,9,32,26,31,31,33,32
2002.6274309265216,0.8946930996179433,0.0170540901880778,2.880143086418065e-06,0.0152388385288079,0.0,0.0089644185620522,0.0128904576265261,0.1249249646286718,0.1531384987990364,0.2418588354972762,0.3908903747796918,0.4772685921860534,0.5227314078139467,0.1062590632286069,0.044683227288233,0.0615758359403738,BEN AVON DIST 2,2026,1,841,84.61,751,1,3,0,203,25,23,22,28,24,26,62,68,51,55,53,51
3589.4,0.9249319663453502,0.0029696328077116,0.0057278653814007,0.0105623781133337,0.0,0.0284927843093552,0.0048730707081962,0.1467348860533794,0.2276466261770769,0.1743696439516353,0.3766908118348469,0.4721123307516575,0.5278876692483423,0.2093386081239203,0.0890956705856132,0.1202429375383071,BEN AVON HT,2026,1,298,87.39,258,1,3,0,83,8,8,7,8,6,8,19,23,24,24,20,17
3837.129910628461,0.901488229990895,0.0254866994913616,0.0,0.0330657243286995,0.0,0.0,0.0056618219204241,0.0916563016926623,0.2307900768575465,0.2778807021924856,0.3561435940650018,0.5051980345516256,0.4948019654483741,0.1504916081387605,0.091340618309922,0.0591509898288384,BETHEL PARK WARD 1 DIST 1,2026,1,719,82.74,622,1,3,0,204,19,23,18,18,24,22,49,54,49,54,51,54
4647.65689154854,0.9126079511659482,0.0245221807711657,0.0,0.0030819329587436,0.0,0.0004372386893283,0.0124112415414118,0.0989927900596157,0.2829100723743655,0.2295180455110232,0.3373788740909396,0.5441974709663828,0.4558025290336173,0.141354110874553,0.0740178107395299,0.0673363001350228,BETHEL PARK WARD 1 DIST 2,2026,1,672,83.9,565,1,3,0,172,21,15,15,17,19,20,41,50,53,49,42,45
4625.431688311367,0.9124846733165006,0.0245635884734802,0.0,0.0029499289954047,0.0,0.0,0.0125878751242545,0.0994303095123416,0.2848790094078253,0.2281697554332717,0.3364322470682345,0.543882843338843,0.456117156661157,0.1419419831740408,0.0742924178243031,0.0676495653497376,BETHEL PARK WARD 1 DIST 3,2026,1,707,84.17,604,1,3,0,186,18,21,17,20,21,17,57,42,44,55,52,41
5156.876603104121,0.8692977041970223,0.0225364113536274,0.0,0.040800254955742,0.0,0.0127466636393489,0.0,0.058543204936096,0.2287846608681543,0.0957693133522804,0.548945437687927,0.5036436776099357,0.4963563223900644,0.0700817425539591,0.0708189216606774,0.0,BETHEL PARK WARD 2 DIST 1,2026,1,636,85.03,542,1,3,5,167,16,20,16,16,19,17,36,50,43,43,47,36
3292.9864191119227,0.8908057605231233,0.0262367955664027,0.0,0.0578827219172596,0.0,0.0,0.0,0.0824108311298101,0.1867600446555092,0.3056556564992562,0.3863238825862238,0.4742289202597172,0.5257710797402827,0.1517060958004417,0.1037960141552619,0.0479100816451798,BETHEL PARK WARD 2 DIST 2,2026,1,808,86.05,709,1,3,0,249,24,24,22,22,20,25,60,57,52,48,58,48
4241.033683382453,0.8793787933262109,0.0245626890103936,0.0,0.0495965148671212,0.0,0.0058483833568728,0.0,0.0703627461183275,0.2082054076672206,0.2007045402696145,0.4679330638549691,0.4885415664990987,0.5114584335009011,0.1111457428645877,0.0874059003109503,0.0237398425536372,BETHEL PARK WARD 2 DIST 3,2026,1,940,85.53,784,1,3,5,274,25,25,21,29,21,22,55,64,73,73,69,64
4763.673391623963,0.9413225211579538,0.008775989079128,0.0131745902918913,0.0036992854046012,0.0,0.0149600908725306,0.0007308421941108,0.0893281093030386,0.1507910482280157,0.2185884668041512,0.5110394690607257,0.492031669229429,0.5079683307705712,0.1099931741171702,0.0549222561997022,0.0550709179174679,BETHEL PARK WARD 3 DIST 1,2026,1,686,86.73,603,1,3,5,198,22,19,23,18,18,16,52,40,50,56,44,57
5568.787399134606,0.9280338612418187,0.0171009652159537,0.0,0.0094502213258333,0.0,0.0234478521713183,0.0004813322841293,0.0753792778010973,0.1602450055128259,0.2841866190457141,0.4117218824040876,0.5622369654126176,0.4377630345873822,0.103773105403134,0.0576063774579874,0.0461667279451464,BETHEL PARK WARD 3 DIST 2,2026,1,961,87.36,813,1,3,0,241,28,28,28,28,31,25,60,59,58,59,68,66
4216.263661276826,0.9489603373006268,0.0031895723671648,0.022268233223797,0.0003709141843616,0.0,0.0089619171458866,0.0007543967026604,0.0986833822968789,0.1456524979572602,0.1696308490870738,0.5828385514557421,0.4425349295690421,0.5574650704309576,0.1136066467775193,0.0532717991644804,0.0603348476130385,BETHEL PARK WARD 3 DIST 3,2026,1,926,87.77,792,1,3,5,267,29,28,29,30,28,30,57,72,56,59,76,78
3863.185541515519,0.9264708699750576,0.0346901592164891,0.0,0.0113100553721081,0.0,0.0105076314376917,0.0,0.0873940769737074,0.1551906849775236,0.2503175845376471,0.4607097027810772,0.5307318052989282,0.469268194701072,0.1208288644823464,0.0515231085639658,0.0693057559183804,BETHEL PARK WARD 4 DIST 1,2026,1,1170,86.6,1193,1,3,0,345,34,37,42,47,38,44,106,88,104,114,95,110
3916.13473930668,0.9256653585392868,0.0337228023297715,0.0,0.0105196683596794,0.0,0.0096046851860609,0.0,0.0884456231083623,0.1654868600407935,0.2481786799233805,0.4506943487516215,0.5320219204575521,0.4679780795424475,0.1225921034544949,0.053469808037365,0.0691222954171295,BETHEL PARK WARD 4 DIST 2,2026,1,687,85.02,603,1,3,0,151,20,18,22,23,17,22,50,58,59,52,57,57
3745.233762408855,0.914320575347738,0.0306331618252924,0.0,0.0247110120967684,0.0,0.0053078493366833,0.0,0.0880645491195772,0.1815305314000478,0.2685103976350284,0.4174488188286466,0.5144177863949876,0.4855822136050124,0.1350683475583553,0.0712042568113117,0.0638640907470435,BETHEL PARK WARD 4 DIST 3,2026,1,727,82.8,626,1,3,0,222,23,17,21,18,18,18,48,58,47,56,52,50
3863.405252477768,0.9264944725139382,0.0347216085428205,0.0,0.0113032321001435,0.0,0.0104928490429721,0.0,0.0874223670496145,0.1552119938827341,0.2503245152673065,0.4606731681172793,0.5306921475509049,0.469307852449095,0.1208234672746812,0.0515257395234535,0.0692977277512274,BETHEL PARK WARD 5 DIST 1,2026,1,590,82.87,512,1,3,0,172,16,14,15,15,19,14,47,45,48,47,38,35
4598.531277103777,0.8622889241007552,0.0451210411353285,0.0023540584925917,0.0580342139424751,0.0,0.0061038364904133,0.0157685239950269,0.211759966711813,0.1607751240104478,0.2181004536952062,0.3750790745653609,0.4000833300840525,0.5999166699159472,0.2074514765744858,0.0763144454978349,0.1311370310766508,BETHEL PARK WARD 5 DIST 2,2026,1,537,82.24,485,1,3,0,129,17,17,14,14,15,16,38,34,41,38,40,36
4662.344104217936,0.8605017648488821,0.0460840712575473,0.0023831789665046,0.0593649361392841,0.0,0.0062438854604338,0.0164062234862201,0.2151594597887096,0.1611206816755852,0.2174479302543337,0.3748843616913066,0.3956091499812809,0.6043908500187193,0.2100787211217926,0.0765887242557376,0.1334899968660549,BETHEL PARK WARD 5 DIST 3,2026,1,1189,80.28,1191,1,3,0,368,36,46,45,34,38,37,110,116,109,114,116,101
3604.345309019858,0.8984584531389948,0.025777885148109,0.0,0.0418297096842255,0.0,0.0,0.0036412236996969,0.0892565009823265,0.2148555826453665,0.2925026378243481,0.362052555501662,0.4940228178377327,0.5059771821622674,0.1529652316886701,0.0963433823459766,0.0566218493426934,BETHEL PARK WARD 6 DIST 1,2026,1,1102,85.76,1036,1,3,0,359,33,40,31,28,40,28,78,89,100,95,87,81
4267.8400178624825,0.9441371443409216,0.0059663944123653,0.0193423487127866,0.0007563138483884,0.0,0.0079240279186547,0.0021918397730608,0.0988604728401959,0.1627512792310415,0.177029419464471,0.5523970578484304,0.4550788579184835,0.5449211420815162,0.1173843454315918,0.0560868661222902,0.0612974793093013,BETHEL PARK WARD 6 DIST 2,2026,1,821,86.88,740,1,3,5,265,28,27,21,26,22,27,70,55,51,64,58,62
4216.377171980923,0.9489435154297812,0.0032006647616647,0.0222570356812121,0.0003719362428772,0.0,0.0089570444936328,0.0007608973072912,0.0986862494914591,0.1457193743266129,0.1696715738892111,0.5827068407499101,0.4425842604197059,0.5574157395802942,0.1136267102139659,0.0532843199219393,0.0603423902920263,BETHEL PARK WARD 6 DIST 3,2026,1,753,82.93,682,1,3,5,217,26,24,22,21,19,19,57,58,57,56,64,47
5572.309350689066,0.930382792588103,0.016740089807058,0.0002015644244103,0.0081957742100155,0.0,0.0237388305395075,0.0007985683790168,0.07624075521363,0.1577535874221946,0.2898962463601999,0.4081952326740118,0.5633967405803196,0.4366032594196805,0.1050927474876733,0.0571209373472499,0.0479718101404234,BETHEL PARK WARD 7 DIST 1,2026,1,1023,86.55,871,1,3,0,293,28,26,34,27,26,25,80,64,62,76,84,86
5538.25559916796,0.926802302824336,0.0183337236521431,0.0001140666415461,0.0107561839302948,0.0,0.0229934932256241,0.0015700012922669,0.0828560090669618,0.157950201002723,0.2873866503105517,0.4051941941695237,0.5561280002570482,0.4438719997429516,0.110196450875537,0.0580817931064966,0.0521146577690404,BETHEL PARK WARD 7 DIST 2,2026,1,1035,80.48,885,1,3,0,275,26,28,32,34,33,32,59,84,63,73,78,88
5571.189596529612,0.929991938887701,0.0169698254367057,0.0,0.0081608608529897,0.0,0.0235774518549846,0.0009413325375861,0.0763239398065384,0.1595886301439556,0.2902286280676623,0.405576090052604,0.5642731999974248,0.4357268000025749,0.10556203732029,0.057446504971911,0.0481155323483788,BETHEL PARK WARD 7 DIST 3,2026,1,649,85.39,560,1,3,0,138,20,15,20,18,14,18,53,38,44,47,44,42
4663.137790597734,0.8605007994129635,0.0461596777118209,0.0023879918017858,0.0593963699168562,0.0,0.0062232799363312,0.0163948401061474,0.2151413465786337,0.1611975548225325,0.2176722391788876,0.3746551209247745,0.3955378936148416,0.6044621063851585,0.2102409078506527,0.0765812633264696,0.133659644524183,BETHEL PARK WARD 8 DIST 1,2026,1,470,84.53,464,1,3,0,114,14,12,16,14,18,13,36,38,33,35,42,32
4664.444867136944,0.8604570040406228,0.0461735802742821,0.002387856385771,0.0594249351298843,0.0,0.006226509706976,0.0164035131756733,0.2151820747178193,0.161205947992253,0.2176855439469328,0.3746358165038342,0.3954775444641854,0.6045224555358144,0.2102599917962315,0.0765773224792233,0.1336826693170082,BETHEL PARK WARD 8 DIST 2,2026,1,394,74.9,321,1,3,0,92,10,11,12,10,9,11,31,27,29,28,23,22
1780.1821143739637,0.966557232276572,0.0021616566874774,0.001954539413182,0.0,0.0,6.615259523836307e-06,0.0,0.0963728766855201,0.1370513747153309,0.1716142898376861,0.4403505706406149,0.565134191990969,0.4348658080090309,0.1357145923116147,0.079345364887259,0.0563692274243556,BETHEL PARK WARD 8 DIST 3,2026,1,1134,85.78,1137,1,3,0,399,31,39,44,40,39,44,83,78,88,80,112,90
