tract,race_percent_white,race_percent_black,race_percent_native,race_percent_asian,race_percent_pacific_islander,race_percent_hispanic,race_percent_other,income_percent_below_15K,income_percent_15K_35K,income_percent_35K_65K,income_percent_above_65K,year
"Census Tract 4761, Allegheny County, Pennsylvania",83.1,2.2,0.0,11.1,0.0,1.1000000000000085,0.0,25.400000000000002,33.1,25.1,8.9,2015
"Census Tract 4762, Allegheny County, Pennsylvania",94.6,0.4,0.3,0.5,0.0,2.5,0.4,24.299999999999997,28.4,27.799999999999997,11.700000000000001,2015
"Census Tract 4771, Allegheny County, Pennsylvania",99.1,0.0,0.0,0.4,0.0,0.20000000000000284,0.0,20.2,25.1,29.400000000000002,17.6,2015
"Census Tract 4772, Allegheny County, Pennsylvania",98.2,0.2,0.0,1.4,0.0,0.20000000000000284,0.0,21.5,27.299999999999997,28.2,15.9,2015
"Census Tract 4773, Allegheny County, Pennsylvania",72.9,11.2,0.0,14.0,0.0,0.19999999999998863,0.7,19.1,31.7,24.2,14.1,2015
"Census Tract 4781, Allegheny County, Pennsylvania",87.2,1.2,0.5,4.2,0.0,2.0999999999999943,0.8,21.0,30.3,26.0,12.1,2015
"Census Tract 4782, Allegheny County, Pennsylvania",92.3,2.6,1.6,1.3,0.0,0.7999999999999972,0.0,23.0,26.799999999999997,27.4,12.0,2015
"Census Tract 4790, Allegheny County, Pennsylvania",98.3,0.0,0.0,0.2,0.0,0.0,0.2,20.9,26.0,31.1,13.299999999999999,2015
"Census Tract 4801.01, Allegheny County, Pennsylvania",67.7,18.6,0.0,12.2,0.0,0.7999999999999972,0.0,24.200000000000003,32.0,21.299999999999997,9.2,2015
"Census Tract 4801.02, Allegheny County, Pennsylvania",91.8,4.7,0.0,1.5,0.0,1.6000000000000085,0.4,27.1,32.5,22.1,10.8,2015
"Census Tract 4802, Allegheny County, Pennsylvania",95.2,3.2,0.0,0.0,0.0,0.5999999999999943,0.0,21.4,23.6,28.0,15.399999999999999,2015
"Census Tract 4803, Allegheny County, Pennsylvania",97.0,1.2,0.0,0.0,0.0,1.2000000000000028,0.0,23.0,17.7,32.3,20.4,2015
"Census Tract 4804, Allegheny County, Pennsylvania",95.2,4.6,0.0,0.0,0.0,0.0,0.0,22.0,31.2,25.1,14.6,2015
"Census Tract 4810, Allegheny County, Pennsylvania",58.0,32.7,0.3,3.7,0.0,0.0,1.1,36.4,29.700000000000003,13.6,4.5,2015
"Census Tract 4825, Allegheny County, Pennsylvania",86.0,9.8,0.6,0.0,0.0,0.7999999999999972,0.4,24.6,30.5,24.6,10.2,2015
"Census Tract 4838, Allegheny County, Pennsylvania",25.3,70.1,0.0,1.3,0.0,0.0,0.0,39.599999999999994,37.9,10.3,4.0,2015
"Census Tract 4843, Allegheny County, Pennsylvania",68.1,25.7,0.0,0.3,0.0,1.5,0.0,35.6,30.5,12.4,13.7,2015
"Census Tract 4845, Allegheny County, Pennsylvania",97.4,0.2,0.0,0.0,0.0,1.7999999999999972,0.2,17.3,32.2,29.700000000000003,11.9,2015
"Census Tract 4846, Allegheny County, Pennsylvania",90.6,4.0,0.0,0.0,0.0,0.0,1.0,25.200000000000003,31.9,30.6,8.1,2015
"Census Tract 4850, Allegheny County, Pennsylvania",89.5,6.9,0.2,0.0,0.0,1.2999999999999972,1.5,30.4,32.1,19.7,6.0,2015
"Census Tract 4867, Allegheny County, Pennsylvania",36.0,45.7,0.0,0.0,0.0,1.2000000000000028,2.1,40.8,18.0,15.200000000000001,5.1,2015
"Census Tract 4868, Allegheny County, Pennsylvania",27.7,64.3,0.1,0.8,0.0,1.8000000000000007,2.8,44.6,29.5,11.6,5.6,2015
"Census Tract 4869, Allegheny County, Pennsylvania",27.9,57.4,0.0,0.4,0.0,0.0,0.0,40.1,31.400000000000002,14.8,0.7,2015
"Census Tract 4870, Allegheny County, Pennsylvania",95.5,2.1,1.7,0.0,0.0,0.0,0.0,25.8,31.5,25.1,10.2,2015
"Census Tract 4881, Allegheny County, Pennsylvania",79.5,17.8,0.4,0.0,0.0,1.5,0.0,30.099999999999998,23.6,27.0,8.5,2015
"Census Tract 4882, Allegheny County, Pennsylvania",74.6,22.3,0.2,0.0,0.0,0.5,0.7,33.6,27.200000000000003,19.4,7.8,2015
"Census Tract 4883, Allegheny County, Pennsylvania",97.9,0.0,0.0,1.4,0.0,0.29999999999999716,0.0,28.6,25.799999999999997,24.9,13.299999999999999,2015
"Census Tract 4884, Allegheny County, Pennsylvania",86.3,11.0,0.0,0.0,0.0,1.5,0.0,24.9,34.0,25.700000000000003,5.9,2015
"Census Tract 4885, Allegheny County, Pennsylvania",93.2,2.4,0.0,0.0,0.0,0.7000000000000028,0.2,26.4,31.5,23.299999999999997,9.9,2015
"Census Tract 4886, Allegheny County, Pennsylvania",85.9,5.3,0.3,0.2,0.0,1.0999999999999943,0.0,29.1,23.5,29.700000000000003,11.399999999999999,2015
"Census Tract 4890.01, Allegheny County, Pennsylvania",95.6,2.1,0.0,1.4,0.0,0.8000000000000114,0.0,27.0,25.1,28.4,14.3,2015
"Census Tract 4890.02, Allegheny County, Pennsylvania",92.6,4.2,0.0,1.8,0.0,0.8000000000000114,0.0,24.4,18.5,25.200000000000003,21.5,2015
"Census Tract 4900.02, Allegheny County, Pennsylvania",84.5,2.1,0.2,8.9,0.0,1.9000000000000057,0.0,23.7,24.799999999999997,29.299999999999997,11.799999999999999,2015
"Census Tract 4900.03, Allegheny County, Pennsylvania",91.4,1.5,0.5,1.6,0.0,3.8999999999999915,0.0,22.0,24.6,25.299999999999997,18.4,2015
"Census Tract 4900.04, Allegheny County, Pennsylvania",95.0,0.4,0.0,0.8,0.0,2.4000000000000057,0.0,20.8,24.3,22.4,21.799999999999997,2015
"Census Tract 4911.01, Allegheny County, Pennsylvania",94.5,4.0,0.0,1.2,0.0,0.0,0.0,19.9,21.4,20.3,28.299999999999997,2015
"Census Tract 4912, Allegheny County, Pennsylvania",96.5,0.6,0.0,1.1,0.0,0.29999999999999716,0.3,20.9,28.700000000000003,26.9,15.100000000000001,2015
"Census Tract 4927, Allegheny County, Pennsylvania",71.8,25.5,0.0,0.7,0.0,0.9000000000000057,0.3,35.4,32.3,19.4,7.9,2015
"Census Tract 4928, Allegheny County, Pennsylvania",33.4,56.8,0.0,0.0,0.0,0.20000000000000284,0.4,43.8,28.3,8.4,5.9,2015
"Census Tract 4929, Allegheny County, Pennsylvania",65.8,26.8,0.0,0.0,0.0,0.20000000000000284,4.0,34.5,30.8,21.7,4.5,2015
"Census Tract 4940, Allegheny County, Pennsylvania",93.1,1.0,0.0,0.0,0.4,2.200000000000003,0.0,27.8,31.8,23.8,8.1,2015
"Census Tract 4950, Allegheny County, Pennsylvania",95.6,2.4,0.0,0.0,0.0,2.0,0.0,21.2,38.8,23.9,6.3,2015
"Census Tract 4961.01, Allegheny County, Pennsylvania",99.4,0.0,0.1,0.2,0.0,0.0,0.0,24.9,24.8,25.8,17.4,2015
"Census Tract 4961.02, Allegheny County, Pennsylvania",95.7,1.0,0.0,0.7,0.0,0.5,0.2,24.1,26.8,25.9,14.9,2015
"Census Tract 4962, Allegheny County, Pennsylvania",97.7,0.7,0.0,0.0,0.0,0.7000000000000028,0.0,30.799999999999997,27.8,20.2,12.8,2015
"Census Tract 4970, Allegheny County, Pennsylvania",94.1,0.9,0.4,0.0,0.0,1.5,2.4,25.299999999999997,31.3,25.700000000000003,9.7,2015
"Census Tract 4980, Allegheny County, Pennsylvania",93.9,2.6,0.0,1.1,0.0,0.8999999999999915,0.0,27.799999999999997,29.0,25.5,8.6,2015
"Census Tract 4993, Allegheny County, Pennsylvania",99.2,0.8,0.0,0.0,0.0,0.0,0.0,36.8,28.8,22.299999999999997,4.0,2015
"Census Tract 4994, Allegheny County, Pennsylvania",91.4,3.2,0.3,1.9,0.0,0.0,0.0,30.2,35.7,18.4,3.0,2015
"Census Tract 5003, Allegheny County, Pennsylvania",93.8,1.2,0.1,0.0,0.0,0.7000000000000028,0.0,22.7,36.6,25.700000000000003,8.2,2015
"Census Tract 501, Allegheny County, Pennsylvania",12.3,82.6,0.0,0.0,0.0,0.0,0.0,49.6,24.4,12.600000000000001,4.0,2015
"Census Tract 5010, Allegheny County, Pennsylvania",90.7,5.9,0.0,0.5,0.0,1.0999999999999943,0.0,34.5,33.2,19.0,7.0,2015
"Census Tract 5030.02, Allegheny County, Pennsylvania",94.5,5.1,0.0,0.3,0.0,0.0,0.2,23.8,30.9,27.2,11.3,2015
"Census Tract 5041, Allegheny County, Pennsylvania",63.7,33.1,0.0,0.8,0.0,0.3999999999999915,0.0,25.9,32.0,23.5,6.1,2015
"Census Tract 506, Allegheny County, Pennsylvania",14.6,74.5,0.0,10.5,0.0,0.0,0.0,38.7,21.2,17.6,7.3,2015
"Census Tract 5070, Allegheny County, Pennsylvania",85.2,6.2,0.0,1.3,0.0,0.5,0.7,27.6,35.099999999999994,22.6,6.3,2015
"Census Tract 5080, Allegheny County, Pennsylvania",67.1,25.3,0.3,0.3,0.0,0.4000000000000057,0.0,46.599999999999994,30.799999999999997,13.299999999999999,1.8,2015
"Census Tract 509, Allegheny County, Pennsylvania",1.6,92.4,2.8,0.6,0.0,2.6,0.0,53.5,26.799999999999997,2.3,0.0,2015
"Census Tract 5094, Allegheny County, Pennsylvania",75.1,23.3,0.0,0.0,0.0,0.4000000000000057,0.8,29.8,34.599999999999994,20.0,4.5,2015
"Census Tract 510, Allegheny County, Pennsylvania",44.4,43.2,0.5,7.8,0.0,2.0,0.3,65.6,11.6,3.9,0.7,2015
"Census Tract 5100, Allegheny County, Pennsylvania",41.7,50.0,0.0,6.5,0.0,0.0,0.0,33.2,38.3,18.2,0.7,2015
"Census Tract 511, Allegheny County, Pennsylvania",0.0,100.0,0.0,0.0,0.0,0.0,0.0,49.4,24.9,2.9,0.0,2015
"Census Tract 5120, Allegheny County, Pennsylvania",67.1,18.2,0.0,0.9,0.0,0.5,0.9,38.099999999999994,32.9,16.7,5.2,2015
"Census Tract 5128, Allegheny County, Pennsylvania",30.5,59.5,0.5,0.0,0.0,0.6000000000000014,0.0,43.3,30.9,10.0,2.4,2015
"Census Tract 5129, Allegheny County, Pennsylvania",32.3,63.2,0.2,0.6,0.0,0.9000000000000057,2.5,37.5,28.6,18.1,3.0,2015
"Census Tract 5138, Allegheny County, Pennsylvania",28.7,65.9,0.0,0.0,0.0,0.40000000000000213,0.2,50.4,28.4,5.7,1.6,2015
"Census Tract 5140, Allegheny County, Pennsylvania",22.7,73.2,0.0,0.0,0.0,0.0,0.0,46.0,28.1,14.1,2.4000000000000004,2015
"Census Tract 5151, Allegheny County, Pennsylvania",44.4,54.4,0.3,0.3,0.0,0.0,0.0,28.1,31.9,18.8,9.0,2015
"Census Tract 5152, Allegheny County, Pennsylvania",61.3,27.9,0.0,0.6,0.3,1.3000000000000043,1.7,22.4,34.0,26.400000000000002,7.8999999999999995,2015
"Census Tract 5153, Allegheny County, Pennsylvania",55.8,32.7,0.1,6.3,0.0,2.200000000000003,1.3,34.099999999999994,32.8,12.8,4.6,2015
"Census Tract 5154.01, Allegheny County, Pennsylvania",79.2,15.3,0.0,1.9,0.0,0.29999999999999716,1.3,19.7,27.5,25.0,18.1,2015
"Census Tract 5161, Allegheny County, Pennsylvania",88.0,6.9,0.0,2.9,0.0,1.7000000000000028,0.5,16.4,20.1,30.3,26.8,2015
"Census Tract 5162, Allegheny County, Pennsylvania",73.7,13.4,0.0,4.1,0.0,8.099999999999994,0.0,18.0,23.7,25.4,26.4,2015
"Census Tract 5170, Allegheny County, Pennsylvania",75.1,19.4,0.0,0.6,0.0,3.1000000000000085,0.0,34.2,32.599999999999994,19.5,10.2,2015
"Census Tract 5180.01, Allegheny County, Pennsylvania",88.7,8.9,0.0,0.0,0.0,1.7999999999999972,0.0,20.4,18.9,29.4,28.0,2015
"Census Tract 5190, Allegheny County, Pennsylvania",77.1,15.3,0.3,3.6,0.0,1.1000000000000085,0.0,18.3,22.5,27.299999999999997,28.4,2015
"Census Tract 5200.01, Allegheny County, Pennsylvania",83.1,13.0,0.0,1.6,0.0,0.30000000000001137,0.3,24.3,25.0,25.400000000000002,15.8,2015
"Census Tract 5200.02, Allegheny County, Pennsylvania",80.7,13.6,0.0,0.0,0.0,2.0,0.0,21.8,32.7,28.0,10.2,2015
"Census Tract 5211, Allegheny County, Pennsylvania",70.0,23.4,0.0,2.5,0.0,1.2000000000000028,0.3,24.6,27.0,22.299999999999997,18.099999999999998,2015
"Census Tract 5212, Allegheny County, Pennsylvania",77.1,14.5,0.0,7.5,0.0,0.20000000000000284,0.0,19.4,23.700000000000003,30.6,11.100000000000001,2015
"Census Tract 5213.01, Allegheny County, Pennsylvania",65.2,24.0,0.3,4.5,0.0,0.3999999999999915,0.0,28.4,31.4,18.299999999999997,15.1,2015
"Census Tract 5213.02, Allegheny County, Pennsylvania",74.4,11.0,0.0,9.3,0.0,1.1999999999999886,0.0,18.799999999999997,31.2,21.5,18.1,2015
"Census Tract 5214.01, Allegheny County, Pennsylvania",85.0,4.0,0.0,3.2,0.0,4.200000000000003,1.4,22.0,33.1,22.2,14.9,2015
"Census Tract 5214.02, Allegheny County, Pennsylvania",80.6,5.5,0.0,8.5,0.2,0.5,1.0,22.799999999999997,18.7,22.4,25.099999999999998,2015
"Census Tract 5215, Allegheny County, Pennsylvania",89.2,3.8,0.0,2.3,0.0,0.20000000000000284,0.8,22.5,31.1,23.1,16.0,2015
"Census Tract 5220, Allegheny County, Pennsylvania",72.8,19.1,0.0,1.8,0.0,0.29999999999999716,0.4,32.7,35.5,19.0,4.199999999999999,2015
"Census Tract 5231, Allegheny County, Pennsylvania",11.4,82.3,0.0,1.1,0.5,0.1999999999999993,0.2,31.700000000000003,30.1,20.2,7.6,2015
"Census Tract 5232, Allegheny County, Pennsylvania",33.2,61.4,0.0,1.0,0.0,0.0,1.7,26.400000000000002,32.0,20.7,11.1,2015
"Census Tract 5233, Allegheny County, Pennsylvania",59.7,35.0,0.0,0.2,0.0,2.299999999999997,0.0,24.2,36.2,19.700000000000003,11.3,2015
"Census Tract 5234, Allegheny County, Pennsylvania",56.0,39.6,0.0,0.3,0.0,0.8999999999999986,1.9,25.200000000000003,26.7,30.8,8.299999999999999,2015
"Census Tract 5235.01, Allegheny County, Pennsylvania",44.0,53.0,0.0,1.1,0.0,0.0,0.8,26.9,34.900000000000006,21.200000000000003,7.5,2015
"Census Tract 5235.02, Allegheny County, Pennsylvania",71.4,24.9,0.0,0.5,0.0,0.0,0.0,29.2,42.0,14.9,6.8,2015
"Census Tract 5236, Allegheny County, Pennsylvania",63.5,32.8,0.0,0.4,0.0,0.0,0.5,20.700000000000003,24.200000000000003,33.0,11.3,2015
"Census Tract 5237.01, Allegheny County, Pennsylvania",80.5,13.9,0.0,0.7,0.0,0.0,0.7,23.700000000000003,33.0,24.8,13.8,2015
"Census Tract 5237.02, Allegheny County, Pennsylvania",68.4,19.6,0.0,0.8,0.0,0.7999999999999972,0.4,27.799999999999997,31.6,25.299999999999997,10.6,2015
"Census Tract 5238, Allegheny County, Pennsylvania",87.6,8.9,0.0,0.0,0.0,0.0,0.4,23.4,34.1,25.6,13.4,2015
"Census Tract 5240, Allegheny County, Pennsylvania",85.4,10.6,0.0,0.0,0.0,1.1999999999999886,1.3,28.3,31.9,22.5,5.4,2015
"Census Tract 5251, Allegheny County, Pennsylvania",94.1,0.3,0.0,4.7,0.0,0.6000000000000085,0.0,15.100000000000001,26.6,25.900000000000002,29.2,2015
"Census Tract 5252, Allegheny County, Pennsylvania",98.0,1.0,0.0,0.0,0.0,1.0,0.0,27.7,32.3,25.0,11.100000000000001,2015
"Census Tract 5253, Allegheny County, Pennsylvania",94.9,0.3,0.0,2.6,0.0,1.7999999999999972,0.0,21.4,22.3,24.5,21.5,2015
"Census Tract 5261.01, Allegheny County, Pennsylvania",92.8,3.4,0.0,0.2,0.2,1.6000000000000085,0.0,15.299999999999999,21.6,25.5,26.700000000000003,2015
"Census Tract 5261.02, Allegheny County, Pennsylvania",99.4,0.6,0.0,0.0,0.0,0.0,0.0,19.299999999999997,37.0,20.0,14.9,2015
"Census Tract 5262.01, Allegheny County, Pennsylvania",94.4,2.2,0.0,0.0,0.0,0.6999999999999886,0.3,20.0,28.3,22.2,18.9,2015
"Census Tract 5262.02, Allegheny County, Pennsylvania",91.0,2.6,0.2,3.7,0.0,2.0999999999999943,0.4,24.5,27.5,29.700000000000003,11.4,2015
"Census Tract 5263.01, Allegheny County, Pennsylvania",96.9,2.1,0.0,0.0,0.0,0.3999999999999915,0.0,21.9,23.8,30.900000000000002,14.2,2015
"Census Tract 5263.02, Allegheny County, Pennsylvania",94.9,1.9,0.0,0.3,0.0,0.7999999999999972,0.2,20.0,31.799999999999997,24.5,15.1,2015
"Census Tract 5509, Allegheny County, Pennsylvania",43.5,46.0,0.0,0.8,0.0,1.6000000000000014,1.3,46.699999999999996,22.400000000000002,12.4,4.7,2015
"Census Tract 5512, Allegheny County, Pennsylvania",60.2,29.3,0.4,1.0,0.0,1.8999999999999986,0.0,34.8,29.3,14.0,5.1,2015
"Census Tract 5513, Allegheny County, Pennsylvania",91.7,2.7,0.2,0.0,0.0,3.0,0.0,25.799999999999997,29.8,26.7,10.7,2015
"Census Tract 5519, Allegheny County, Pennsylvania",52.7,36.9,0.0,0.0,0.0,0.29999999999999716,1.2,61.5,21.9,4.2,2.2,2015
"Census Tract 5520, Allegheny County, Pennsylvania",45.9,33.1,0.0,1.0,0.0,3.8999999999999986,0.0,35.5,40.5,11.9,3.7,2015
"Census Tract 5521, Allegheny County, Pennsylvania",37.4,61.5,0.0,0.0,0.0,0.0,0.0,52.5,33.0,2.0999999999999996,1.6,2015
"Census Tract 5522, Allegheny County, Pennsylvania",80.9,13.0,0.0,1.3,0.0,4.099999999999994,0.0,31.3,34.3,18.6,4.300000000000001,2015
"Census Tract 5523, Allegheny County, Pennsylvania",28.8,60.1,0.0,0.0,0.0,3.599999999999998,0.0,44.1,26.8,10.2,2.6,2015
"Census Tract 5524, Allegheny County, Pennsylvania",85.7,12.6,0.0,0.0,0.0,0.3999999999999915,0.4,28.099999999999998,35.6,23.4,7.0,2015
"Census Tract 5604, Allegheny County, Pennsylvania",30.9,61.0,0.2,0.2,0.0,0.7000000000000028,1.3,38.5,33.0,14.0,3.4,2015
"Census Tract 5605, Allegheny County, Pennsylvania",83.6,8.6,1.1,0.9,0.3,0.0,0.5,13.6,31.4,27.6,18.2,2015
"Census Tract 5606, Allegheny County, Pennsylvania",21.0,59.3,0.4,1.3,0.0,0.6000000000000014,0.0,37.2,38.7,12.8,3.0,2015
"Census Tract 5610, Allegheny County, Pennsylvania",17.5,77.4,0.0,0.0,0.0,0.0,0.0,39.9,29.9,12.0,7.0,2015
"Census Tract 5611, Allegheny County, Pennsylvania",2.7,88.2,0.0,0.0,0.0,0.0,0.0,43.0,30.7,11.200000000000001,2.5,2015
"Census Tract 5612, Allegheny County, Pennsylvania",7.1,82.0,0.0,0.0,0.0,1.3000000000000007,1.2,40.9,36.7,9.8,4.3,2015
"Census Tract 5614, Allegheny County, Pennsylvania",20.1,75.8,0.0,0.6,0.0,1.3999999999999986,0.0,27.599999999999998,38.900000000000006,15.4,12.9,2015
"Census Tract 5615, Allegheny County, Pennsylvania",23.3,70.0,0.0,5.5,0.0,0.0,0.0,31.200000000000003,34.0,16.9,6.1,2015
"Census Tract 5616, Allegheny County, Pennsylvania",68.4,26.8,0.0,0.0,0.0,1.7999999999999972,0.0,30.9,40.2,14.899999999999999,3.6,2015
"Census Tract 5617, Allegheny County, Pennsylvania",51.4,44.8,0.2,0.0,0.0,0.7000000000000028,0.0,37.7,32.9,19.6,6.1,2015
"Census Tract 5619, Allegheny County, Pennsylvania",11.0,80.9,0.6,0.0,0.0,0.1999999999999993,0.0,41.2,30.700000000000003,12.6,3.9000000000000004,2015
"Census Tract 5620, Allegheny County, Pennsylvania",57.7,12.5,0.0,21.7,0.3,2.299999999999997,2.8,46.4,20.3,7.8,9.6,2015
"Census Tract 5623, Allegheny County, Pennsylvania",37.9,55.8,0.0,2.1,0.0,2.3000000000000043,0.0,43.2,19.6,12.600000000000001,3.8,2015
"Census Tract 5624, Allegheny County, Pennsylvania",35.4,55.9,0.0,2.3,0.0,0.0,0.0,37.3,28.5,17.0,6.0,2015
"Census Tract 5625, Allegheny County, Pennsylvania",40.2,52.2,0.5,1.2,0.0,0.0,0.0,28.6,32.9,14.600000000000001,7.4,2015
"Census Tract 5626, Allegheny County, Pennsylvania",63.9,25.2,0.5,3.4,0.0,0.0,0.6,30.9,31.700000000000003,17.5,4.0,2015
"Census Tract 5627, Allegheny County, Pennsylvania",62.0,19.6,0.1,7.4,0.3,2.200000000000003,0.0,28.3,27.6,25.7,10.0,2015
"Census Tract 5628, Allegheny County, Pennsylvania",83.3,11.8,0.5,1.3,0.0,0.20000000000000284,0.0,26.2,34.8,20.1,8.799999999999999,2015
"Census Tract 5629, Allegheny County, Pennsylvania",74.6,15.7,0.2,6.3,0.0,0.20000000000000284,0.0,31.9,33.2,16.7,10.3,2015
"Census Tract 5630, Allegheny County, Pennsylvania",55.5,36.4,0.0,2.0,0.0,1.0,0.0,26.200000000000003,29.3,28.8,7.800000000000001,2015
"Census Tract 5631, Allegheny County, Pennsylvania",74.5,5.8,0.0,9.8,0.2,1.0,0.0,21.200000000000003,30.9,23.9,13.5,2015
"Census Tract 5632, Allegheny County, Pennsylvania",67.3,26.5,0.2,2.5,0.0,1.6000000000000085,0.9,34.9,25.5,18.700000000000003,12.8,2015
"Census Tract 5633, Allegheny County, Pennsylvania",94.4,1.7,0.0,1.5,0.0,0.5,0.5,16.8,18.2,15.600000000000001,34.9,2015
"Census Tract 5638, Allegheny County, Pennsylvania",95.2,1.2,0.0,1.5,0.0,0.7000000000000028,0.6,18.2,25.0,22.6,27.5,2015
"Census Tract 5639, Allegheny County, Pennsylvania",81.9,10.9,0.0,2.0,0.0,1.6999999999999886,0.3,17.9,32.2,27.599999999999998,14.6,2015
"Census Tract 5640, Allegheny County, Pennsylvania",95.1,0.6,0.9,1.9,0.0,0.6000000000000085,0.1,19.5,25.7,27.3,20.5,2015
"Census Tract 5641, Allegheny County, Pennsylvania",96.2,0.5,0.0,1.5,0.0,0.7999999999999972,0.0,14.2,17.299999999999997,18.4,39.2,2015
"Census Tract 5642, Allegheny County, Pennsylvania",93.2,1.2,0.0,2.0,0.0,0.3999999999999915,0.0,20.9,28.7,29.2,14.9,2015
"Census Tract 5644, Allegheny County, Pennsylvania",89.7,8.0,0.0,0.0,0.0,0.5,0.3,23.6,29.4,29.0,7.800000000000001,2015
"Census Tract 5645, Allegheny County, Pennsylvania",96.2,1.3,0.0,0.0,0.0,0.5999999999999943,0.0,26.0,26.5,25.2,12.3,2015
"Census Tract 603, Allegheny County, Pennsylvania",72.0,14.3,0.0,0.2,0.3,5.599999999999994,0.0,30.400000000000002,33.599999999999994,23.0,7.199999999999999,2015
"Census Tract 605, Allegheny County, Pennsylvania",86.9,6.4,0.0,0.0,0.1,3.8999999999999915,0.4,26.6,30.5,23.2,11.8,2015
"Census Tract 703, Allegheny County, Pennsylvania",83.3,8.2,0.4,5.6,0.0,1.5,0.5,16.0,26.3,24.7,22.1,2015
"Census Tract 705, Allegheny County, Pennsylvania",71.4,2.7,0.0,19.9,0.0,3.299999999999997,0.4,21.6,26.6,24.200000000000003,18.4,2015
"Census Tract 706, Allegheny County, Pennsylvania",78.1,1.0,0.1,15.3,0.0,2.9000000000000057,0.0,17.299999999999997,33.3,21.6,21.3,2015
"Census Tract 708, Allegheny County, Pennsylvania",66.5,2.9,0.0,24.1,0.0,3.4000000000000057,1.5,18.7,22.9,24.5,18.900000000000002,2015
"Census Tract 709, Allegheny County, Pennsylvania",53.0,6.0,0.4,37.7,0.0,1.2000000000000028,0.0,28.700000000000003,22.8,15.0,17.1,2015
"Census Tract 802, Allegheny County, Pennsylvania",87.4,6.4,0.0,0.8,0.0,5.099999999999994,0.0,31.700000000000003,31.9,23.700000000000003,8.9,2015
"Census Tract 804, Allegheny County, Pennsylvania",75.6,4.4,0.0,15.3,0.0,3.4000000000000057,0.5,37.9,24.9,19.4,6.800000000000001,2015
"Census Tract 806, Allegheny County, Pennsylvania",88.9,4.9,0.0,3.9,0.0,0.0,0.0,22.5,30.3,25.299999999999997,16.5,2015
"Census Tract 807, Allegheny County, Pennsylvania",57.4,12.6,0.0,21.1,0.0,5.800000000000004,0.0,16.4,44.599999999999994,20.8,6.4,2015
"Census Tract 809, Allegheny County, Pennsylvania",81.5,12.6,0.7,3.6,0.0,0.20000000000000284,0.1,25.3,27.099999999999998,29.5,13.5,2015
"Census Tract 901, Allegheny County, Pennsylvania",84.3,8.4,0.0,1.7,0.0,2.5,0.5,23.3,30.0,26.700000000000003,13.3,2015
"Census Tract 902, Allegheny County, Pennsylvania",83.6,6.9,0.0,1.5,0.0,3.5,0.6,22.3,37.099999999999994,23.6,12.8,2015
"Census Tract 903, Allegheny County, Pennsylvania",87.5,9.5,0.0,1.2,0.0,0.9000000000000057,0.0,34.1,33.8,19.200000000000003,5.3,2015
"Census Tract 9800, Allegheny County, Pennsylvania",73.2,7.7,0.0,16.4,0.0,0.0,0.0,13.1,14.2,23.2,41.4,2015
"Census Tract 9801, Allegheny County, Pennsylvania",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,72.2,2015
"Census Tract 9803, Allegheny County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
"Census Tract 9804, Allegheny County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
"Census Tract 9805, Allegheny County, Pennsylvania",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2015
"Census Tract 9806, Allegheny County, Pennsylvania",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2015
"Census Tract 9807, Allegheny County, Pennsylvania",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,33.3,33.3,2015
"Census Tract 9808, Allegheny County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
"Census Tract 9809, Allegheny County, Pennsylvania",47.1,41.9,0.8,1.0,0.0,3.299999999999997,0.8,33.8,7.3,3.1999999999999997,0.7,2015
"Census Tract 9810, Allegheny County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
"Census Tract 9811, Allegheny County, Pennsylvania",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2015
"Census Tract 9812, Allegheny County, Pennsylvania",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
"Census Tract 9818, Allegheny County, Pennsylvania",44.4,35.4,0.0,3.9,0.0,6.100000000000001,1.9,64.0,5.5,1.3,1.3,2015
"Census Tract 9822, Allegheny County, Pennsylvania",82.5,6.9,0.4,6.7,0.0,0.5,0.0,81.3,0.8,0.1,0.1,2015
"Census Tract 1005, Allegheny County, Pennsylvania",26.3,67.9,0.0,0.5,0.0,0.0,0.0,24.7,31.0,25.4,9.799999999999999,2016
"Census Tract 1011, Allegheny County, Pennsylvania",73.1,20.3,0.0,1.2,0.0,2.700000000000003,0.4,26.4,38.0,20.200000000000003,7.8,2016
"Census Tract 1014, Allegheny County, Pennsylvania",83.2,10.3,0.4,1.6,0.0,2.0999999999999943,0.0,21.200000000000003,27.0,25.4,15.1,2016
