tract,race_percent_white,race_percent_black,race_percent_native,race_percent_asian,race_percent_pacific_islander,race_percent_hispanic,race_percent_other,income_percent_below_15K,income_percent_15K_35K,income_percent_35K_65K,income_percent_above_65K,year
"Census Tract 4070.01, Allegheny County, Pennsylvania",97.4,0.0,0.0,0.7,0.0,0.29999999999999716,0.0,15.3,32.900000000000006,24.6,19.4,2018
"Census Tract 4070.02, Allegheny County, Pennsylvania",97.0,1.0,0.0,0.3,0.0,0.5,0.0,21.4,25.299999999999997,30.8,17.4,2018
"Census Tract 4080.01, Allegheny County, Pennsylvania",95.4,0.4,0.0,3.1,0.0,0.19999999999998863,0.0,26.4,16.2,15.5,35.4,2018
"Census Tract 4080.02, Allegheny County, Pennsylvania",95.0,1.7,0.0,0.0,0.0,1.7999999999999972,0.5,18.1,17.3,20.9,40.5,2018
"Census Tract 409, Allegheny County, Pennsylvania",70.4,16.3,0.0,4.2,0.0,1.8999999999999915,1.3,53.5,20.0,9.1,5.6,2018
"Census Tract 4090, Allegheny County, Pennsylvania",92.8,1.3,0.0,4.2,0.0,1.1000000000000085,0.2,15.1,12.7,13.600000000000001,40.4,2018
"Census Tract 4100, Allegheny County, Pennsylvania",94.0,0.3,0.0,3.4,0.0,1.5,0.0,17.8,16.1,15.5,40.9,2018
"Census Tract 4110, Allegheny County, Pennsylvania",83.0,2.2,0.0,12.3,0.0,0.5999999999999943,0.5,20.8,13.0,13.9,40.099999999999994,2018
"Census Tract 4120.01, Allegheny County, Pennsylvania",76.4,1.8,0.5,14.4,0.0,1.2999999999999972,2.5,13.7,15.5,20.6,37.4,2018
"Census Tract 4120.02, Allegheny County, Pennsylvania",90.5,0.3,0.2,8.1,0.0,0.4000000000000057,0.0,20.8,12.3,18.5,37.2,2018
"Census Tract 4131, Allegheny County, Pennsylvania",79.0,1.2,0.2,12.2,0.0,3.200000000000003,0.2,14.5,17.2,18.200000000000003,34.8,2018
"Census Tract 4132.01, Allegheny County, Pennsylvania",91.3,1.3,0.0,3.6,0.0,1.7999999999999972,0.0,13.3,17.2,29.3,27.400000000000002,2018
"Census Tract 4132.02, Allegheny County, Pennsylvania",93.5,0.0,0.0,3.3,0.0,1.4000000000000057,0.0,21.2,19.7,17.3,29.8,2018
"Census Tract 4133, Allegheny County, Pennsylvania",90.1,3.1,0.0,3.7,0.0,1.3000000000000114,0.2,19.200000000000003,22.0,24.8,27.0,2018
"Census Tract 4134, Allegheny County, Pennsylvania",89.4,0.5,0.0,6.9,0.0,3.1999999999999886,0.0,18.0,20.799999999999997,19.9,30.4,2018
"Census Tract 4135, Allegheny County, Pennsylvania",83.4,6.0,0.0,7.6,0.1,1.0,0.2,22.700000000000003,23.8,23.6,22.6,2018
"Census Tract 4141.01, Allegheny County, Pennsylvania",96.4,2.2,0.0,0.8,0.0,0.29999999999999716,0.0,18.1,17.3,29.9,27.0,2018
"Census Tract 4141.02, Allegheny County, Pennsylvania",90.1,1.6,0.0,6.4,0.0,0.6000000000000085,0.0,18.7,20.6,19.3,29.1,2018
"Census Tract 4142, Allegheny County, Pennsylvania",93.4,2.1,0.0,0.9,0.0,3.0,0.0,19.1,21.3,22.1,26.700000000000003,2018
"Census Tract 4150.01, Allegheny County, Pennsylvania",92.6,1.0,0.0,4.4,0.0,0.4000000000000057,0.0,22.5,17.8,20.9,30.2,2018
"Census Tract 4150.02, Allegheny County, Pennsylvania",88.8,0.6,0.3,5.5,0.0,0.5,1.0,18.5,22.6,16.1,33.7,2018
"Census Tract 4160, Allegheny County, Pennsylvania",98.9,0.0,0.0,0.3,0.0,0.0,0.3,24.1,28.7,26.799999999999997,14.2,2018
"Census Tract 4171, Allegheny County, Pennsylvania",94.7,1.0,0.0,0.4,0.0,0.7000000000000028,0.0,19.4,30.1,30.700000000000003,12.9,2018
"Census Tract 4172, Allegheny County, Pennsylvania",99.5,0.5,0.0,0.0,0.0,0.0,0.0,27.4,31.700000000000003,28.6,7.0,2018
"Census Tract 4180, Allegheny County, Pennsylvania",99.2,0.1,0.1,0.2,0.0,0.0,0.0,20.3,29.9,25.6,17.2,2018
"Census Tract 4190, Allegheny County, Pennsylvania",95.0,1.0,0.0,0.5,0.0,3.5,0.0,17.6,34.9,25.2,18.1,2018
"Census Tract 4200, Allegheny County, Pennsylvania",72.5,9.1,0.0,11.0,0.0,0.29999999999999716,2.3,25.5,36.6,20.9,11.299999999999999,2018
"Census Tract 4211, Allegheny County, Pennsylvania",83.6,1.4,0.2,10.8,0.0,1.6000000000000085,0.0,16.9,21.6,20.8,29.7,2018
"Census Tract 4212, Allegheny County, Pennsylvania",89.9,0.6,0.0,6.3,0.0,1.8999999999999915,0.2,21.7,18.7,20.1,32.7,2018
"Census Tract 4220, Allegheny County, Pennsylvania",89.1,0.0,0.0,5.3,0.0,2.1000000000000085,2.4,14.3,9.100000000000001,13.0,47.0,2018
"Census Tract 4230, Allegheny County, Pennsylvania",90.0,0.0,0.0,6.1,0.0,2.299999999999997,0.2,15.3,20.8,26.1,30.5,2018
"Census Tract 4240, Allegheny County, Pennsylvania",87.6,6.8,0.0,1.9,0.0,1.9000000000000057,0.0,23.1,36.7,19.2,7.2,2018
"Census Tract 4250, Allegheny County, Pennsylvania",90.5,2.6,0.0,4.7,0.0,0.7000000000000028,0.0,22.0,37.7,21.9,8.9,2018
"Census Tract 4263, Allegheny County, Pennsylvania",95.3,0.2,0.0,0.2,0.2,2.200000000000003,0.0,17.4,21.5,28.299999999999997,24.700000000000003,2018
"Census Tract 4264, Allegheny County, Pennsylvania",96.6,0.1,0.0,2.1,0.0,0.0,0.0,16.8,23.0,33.3,20.6,2018
"Census Tract 4267, Allegheny County, Pennsylvania",93.9,0.9,0.0,1.6,0.0,1.5999999999999943,0.0,18.5,28.0,30.4,18.0,2018
"Census Tract 4268, Allegheny County, Pennsylvania",93.4,2.7,0.3,0.3,0.0,0.0,0.0,18.3,19.0,26.200000000000003,26.5,2018
"Census Tract 4270, Allegheny County, Pennsylvania",89.5,7.9,0.0,0.0,0.0,0.4000000000000057,0.0,27.1,35.5,23.3,7.800000000000001,2018
"Census Tract 4271, Allegheny County, Pennsylvania",96.5,0.0,0.0,0.0,0.5,0.0,0.8,12.5,24.1,33.6,22.400000000000002,2018
"Census Tract 4272, Allegheny County, Pennsylvania",96.4,2.2,0.0,0.0,0.0,1.3999999999999915,0.0,22.4,23.6,29.3,17.7,2018
"Census Tract 4281, Allegheny County, Pennsylvania",99.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,32.400000000000006,32.1,7.5,2018
"Census Tract 4282, Allegheny County, Pennsylvania",98.5,1.5,0.0,0.0,0.0,0.0,0.0,14.6,32.6,29.1,17.3,2018
"Census Tract 4291, Allegheny County, Pennsylvania",89.0,3.2,0.5,6.4,0.0,0.4000000000000057,0.2,19.299999999999997,24.1,24.5,22.4,2018
"Census Tract 4292.01, Allegheny County, Pennsylvania",84.7,2.5,0.0,8.0,0.0,2.3999999999999915,0.3,19.2,22.5,22.4,27.3,2018
"Census Tract 4292.02, Allegheny County, Pennsylvania",92.7,1.1,0.0,2.4,0.0,1.5,1.4,18.0,23.9,23.9,26.7,2018
"Census Tract 4293, Allegheny County, Pennsylvania",93.0,5.2,0.0,1.3,0.0,0.29999999999999716,0.0,19.2,27.200000000000003,20.8,26.700000000000003,2018
"Census Tract 4294, Allegheny County, Pennsylvania",93.5,2.5,0.0,1.2,0.0,0.7999999999999972,0.0,16.6,24.1,27.299999999999997,24.599999999999998,2018
"Census Tract 4295, Allegheny County, Pennsylvania",80.7,5.8,0.0,9.4,0.0,1.8999999999999915,0.0,20.0,21.200000000000003,27.7,26.400000000000002,2018
"Census Tract 4296, Allegheny County, Pennsylvania",93.7,4.1,0.2,0.9,0.0,0.0,0.0,16.1,24.6,30.6,22.1,2018
"Census Tract 4297, Allegheny County, Pennsylvania",95.8,1.2,0.0,0.6,0.0,0.5,0.9,21.5,28.6,23.9,16.9,2018
"Census Tract 4301, Allegheny County, Pennsylvania",89.4,4.5,0.0,1.1,0.0,0.8999999999999915,2.1,20.5,26.3,32.2,14.8,2018
"Census Tract 4302, Allegheny County, Pennsylvania",98.8,0.5,0.3,0.0,0.0,0.0,0.0,22.5,20.0,30.2,17.3,2018
"Census Tract 4311, Allegheny County, Pennsylvania",87.0,7.5,0.2,0.4,0.0,1.4000000000000057,1.6,18.7,30.700000000000003,29.6,14.1,2018
"Census Tract 4314, Allegheny County, Pennsylvania",83.8,13.2,0.0,0.7,0.0,0.29999999999999716,0.0,20.3,29.2,31.200000000000003,13.3,2018
"Census Tract 4315, Allegheny County, Pennsylvania",90.4,6.4,0.0,0.0,0.0,0.5999999999999943,0.8,21.9,38.9,26.0,9.7,2018
"Census Tract 4323, Allegheny County, Pennsylvania",78.9,11.7,1.2,0.0,0.0,1.1999999999999886,1.3,16.3,42.3,25.200000000000003,9.4,2018
"Census Tract 4324, Allegheny County, Pennsylvania",87.3,6.4,0.1,0.0,0.0,2.200000000000003,1.3,18.1,29.299999999999997,33.0,12.5,2018
"Census Tract 4340, Allegheny County, Pennsylvania",93.9,2.0,0.0,0.5,0.0,0.5999999999999943,0.9,19.8,16.799999999999997,24.0,32.5,2018
"Census Tract 4350, Allegheny County, Pennsylvania",90.2,3.5,0.0,1.7,0.0,0.0,0.9,16.4,29.5,28.4,16.1,2018
"Census Tract 4370, Allegheny County, Pennsylvania",86.5,5.8,0.0,4.3,0.0,1.2999999999999972,0.0,17.7,14.3,23.4,38.0,2018
"Census Tract 4390, Allegheny County, Pennsylvania",93.4,2.4,0.0,1.2,0.0,0.0,1.0,19.9,14.9,21.200000000000003,34.1,2018
"Census Tract 4455, Allegheny County, Pennsylvania",80.1,10.8,0.0,3.6,0.0,1.7000000000000028,2.3,20.5,17.3,19.5,33.4,2018
"Census Tract 4460, Allegheny County, Pennsylvania",95.6,0.4,0.0,1.8,0.0,1.6000000000000085,0.0,15.3,9.8,14.4,46.0,2018
"Census Tract 4470, Allegheny County, Pennsylvania",92.8,2.3,0.0,2.6,0.0,1.0,0.4,17.0,18.7,25.9,27.900000000000002,2018
"Census Tract 4480, Allegheny County, Pennsylvania",78.7,4.9,0.0,0.4,0.0,7.200000000000003,0.0,30.1,22.6,25.299999999999997,14.600000000000001,2018
"Census Tract 4490, Allegheny County, Pennsylvania",91.6,1.8,0.0,0.7,0.0,2.8000000000000114,0.0,21.5,26.6,25.4,19.8,2018
"Census Tract 4507, Allegheny County, Pennsylvania",79.8,13.8,0.0,0.2,0.0,1.1000000000000085,0.3,22.799999999999997,35.1,25.5,9.6,2018
"Census Tract 4508, Allegheny County, Pennsylvania",64.1,24.3,0.0,0.5,0.0,4.700000000000003,0.0,29.9,29.9,24.0,7.5,2018
"Census Tract 4511.01, Allegheny County, Pennsylvania",90.6,2.8,0.2,4.4,0.0,1.2000000000000028,0.3,21.1,17.2,23.0,27.7,2018
"Census Tract 4511.02, Allegheny County, Pennsylvania",84.7,6.6,0.8,2.7,0.0,2.0999999999999943,0.6,32.199999999999996,21.6,20.1,14.899999999999999,2018
"Census Tract 4511.04, Allegheny County, Pennsylvania",94.2,0.8,0.0,1.4,0.0,1.0999999999999943,0.4,16.299999999999997,17.2,26.5,33.1,2018
"Census Tract 4511.05, Allegheny County, Pennsylvania",77.1,4.9,0.1,12.6,0.0,0.4000000000000057,0.3,18.4,26.6,22.6,24.400000000000002,2018
"Census Tract 4513, Allegheny County, Pennsylvania",87.0,5.2,0.0,4.2,0.0,0.20000000000000284,0.0,20.8,19.200000000000003,18.1,35.6,2018
"Census Tract 4520, Allegheny County, Pennsylvania",93.0,2.1,0.0,1.6,0.0,0.0,1.1,20.8,21.9,23.1,24.1,2018
"Census Tract 4530.03, Allegheny County, Pennsylvania",97.5,2.2,0.0,0.0,0.0,0.0,0.0,20.7,27.3,25.7,19.599999999999998,2018
"Census Tract 4530.04, Allegheny County, Pennsylvania",85.8,4.7,0.0,3.5,0.0,2.0,0.0,16.9,20.9,26.1,26.700000000000003,2018
"Census Tract 4550, Allegheny County, Pennsylvania",96.6,1.2,0.0,0.0,0.0,0.5,0.6,16.2,31.4,28.6,15.6,2018
"Census Tract 4560.01, Allegheny County, Pennsylvania",94.7,0.0,0.5,2.2,0.0,1.5,1.0,15.9,19.4,23.200000000000003,32.4,2018
"Census Tract 4560.03, Allegheny County, Pennsylvania",85.0,1.1,0.0,13.4,0.0,0.5,0.0,16.099999999999998,18.5,23.0,31.4,2018
"Census Tract 4560.04, Allegheny County, Pennsylvania",92.5,2.5,0.3,2.6,0.0,0.7000000000000028,0.0,15.899999999999999,27.299999999999997,28.3,22.5,2018
"Census Tract 4571, Allegheny County, Pennsylvania",95.4,1.6,0.0,0.0,0.0,1.2999999999999972,0.1,26.4,24.6,26.7,14.5,2018
"Census Tract 4572, Allegheny County, Pennsylvania",94.7,2.2,0.6,1.1,0.0,0.29999999999999716,0.2,27.8,27.3,23.2,14.6,2018
"Census Tract 4580, Allegheny County, Pennsylvania",94.8,0.9,0.0,2.3,0.0,0.5,0.2,14.5,23.1,24.799999999999997,30.7,2018
"Census Tract 4591.01, Allegheny County, Pennsylvania",86.6,8.0,0.0,0.7,0.0,0.0,1.2,28.8,19.700000000000003,23.700000000000003,17.7,2018
"Census Tract 4591.02, Allegheny County, Pennsylvania",93.7,3.2,0.0,2.3,0.0,0.7000000000000028,0.0,19.8,20.3,19.799999999999997,32.4,2018
"Census Tract 4592.01, Allegheny County, Pennsylvania",92.5,1.1,0.0,2.7,0.0,1.0,2.0,12.6,25.9,23.700000000000003,32.0,2018
"Census Tract 4592.02, Allegheny County, Pennsylvania",86.3,8.6,0.9,0.1,0.0,0.0,0.0,5.6,28.9,38.9,23.3,2018
"Census Tract 4600.01, Allegheny County, Pennsylvania",97.6,0.0,0.0,1.0,0.0,0.20000000000000284,0.0,15.2,23.9,28.3,21.799999999999997,2018
"Census Tract 4600.02, Allegheny County, Pennsylvania",88.6,1.3,1.0,5.5,0.0,0.20000000000000284,2.5,17.3,28.4,26.9,19.9,2018
"Census Tract 4610, Allegheny County, Pennsylvania",86.1,5.3,0.0,0.4,0.0,0.0,4.6,25.1,31.9,23.3,11.5,2018
"Census Tract 4621, Allegheny County, Pennsylvania",69.3,22.3,0.0,0.8,0.0,0.0,0.0,36.6,25.7,16.700000000000003,12.7,2018
"Census Tract 4626, Allegheny County, Pennsylvania",70.7,21.2,0.0,0.5,0.0,0.0,0.1,26.799999999999997,31.599999999999998,22.1,6.0,2018
"Census Tract 4639, Allegheny County, Pennsylvania",67.5,25.2,0.0,0.0,0.0,2.799999999999997,0.3,28.700000000000003,30.4,26.3,5.699999999999999,2018
"Census Tract 4643, Allegheny County, Pennsylvania",83.1,13.2,0.0,1.7,0.0,1.5,0.0,19.7,31.7,27.299999999999997,12.899999999999999,2018
"Census Tract 4644, Allegheny County, Pennsylvania",45.4,41.9,0.0,5.0,0.0,0.3999999999999986,0.9,36.5,30.6,15.200000000000001,6.6,2018
"Census Tract 4656, Allegheny County, Pennsylvania",88.3,7.8,0.0,0.0,0.0,1.7999999999999972,0.0,23.700000000000003,27.5,26.200000000000003,10.4,2018
"Census Tract 4658, Allegheny County, Pennsylvania",89.3,7.9,0.0,0.4,0.0,0.7000000000000028,0.3,15.8,32.2,27.4,18.4,2018
"Census Tract 4687, Allegheny County, Pennsylvania",90.1,7.3,0.3,0.0,0.0,1.2000000000000028,0.0,23.200000000000003,27.5,26.1,14.7,2018
"Census Tract 4688, Allegheny County, Pennsylvania",82.5,11.2,0.0,0.6,0.0,1.0,0.3,22.9,34.2,21.9,14.1,2018
"Census Tract 4689, Allegheny County, Pennsylvania",79.5,13.1,0.2,1.5,0.0,0.9000000000000057,0.3,20.7,32.2,23.5,14.8,2018
"Census Tract 4690, Allegheny County, Pennsylvania",89.0,2.3,0.0,7.0,0.0,0.9000000000000057,0.0,19.0,20.5,25.4,28.5,2018
"Census Tract 4703, Allegheny County, Pennsylvania",86.1,3.0,0.0,4.5,0.0,1.7000000000000028,0.1,24.5,25.799999999999997,23.5,19.0,2018
"Census Tract 4704, Allegheny County, Pennsylvania",93.1,2.1,0.1,1.7,0.0,2.3000000000000114,0.7,18.4,24.7,26.7,24.6,2018
"Census Tract 4705.01, Allegheny County, Pennsylvania",55.7,0.1,0.0,29.3,0.0,1.7999999999999972,4.1,11.7,16.700000000000003,23.200000000000003,34.3,2018
"Census Tract 4705.02, Allegheny County, Pennsylvania",91.5,4.4,0.2,1.6,0.0,1.7999999999999972,0.0,19.4,19.4,24.2,29.900000000000002,2018
"Census Tract 4706, Allegheny County, Pennsylvania",95.3,1.3,0.0,0.7,0.0,0.0,0.0,23.799999999999997,31.0,26.2,12.100000000000001,2018
"Census Tract 4710, Allegheny County, Pennsylvania",93.1,1.1,0.0,3.5,0.0,0.4000000000000057,0.2,19.799999999999997,35.3,27.900000000000002,8.0,2018
"Census Tract 4721, Allegheny County, Pennsylvania",91.2,3.3,0.0,0.5,0.0,0.3999999999999915,0.5,19.9,26.5,33.4,14.7,2018
"Census Tract 4722, Allegheny County, Pennsylvania",93.9,0.8,0.0,1.9,0.0,1.2999999999999972,0.0,18.4,26.8,32.8,16.6,2018
"Census Tract 4723, Allegheny County, Pennsylvania",83.7,8.6,0.3,1.6,0.0,1.2000000000000028,1.9,19.0,28.9,37.8,9.100000000000001,2018
"Census Tract 4724, Allegheny County, Pennsylvania",95.8,1.0,0.0,1.0,0.0,0.0,0.0,20.7,20.6,30.4,22.8,2018
"Census Tract 4731, Allegheny County, Pennsylvania",91.6,0.6,0.2,1.7,0.0,3.4000000000000057,1.8,18.6,18.1,17.5,36.5,2018
"Census Tract 4732, Allegheny County, Pennsylvania",88.5,2.0,0.0,2.7,0.0,2.700000000000003,0.5,13.7,24.1,21.4,31.9,2018
"Census Tract 4733, Allegheny County, Pennsylvania",92.3,0.5,0.0,3.3,0.0,1.2000000000000028,0.0,14.8,18.5,22.200000000000003,35.0,2018
"Census Tract 4734.01, Allegheny County, Pennsylvania",94.2,0.6,0.0,3.0,0.0,0.5,0.7,18.0,19.0,19.8,29.900000000000002,2018
"Census Tract 4734.02, Allegheny County, Pennsylvania",94.6,0.5,0.0,4.0,0.0,0.10000000000000853,0.0,16.4,18.2,18.7,38.9,2018
"Census Tract 4735, Allegheny County, Pennsylvania",97.0,0.4,0.0,0.6,0.0,1.4000000000000057,0.0,16.599999999999998,18.1,13.399999999999999,38.3,2018
"Census Tract 4736.01, Allegheny County, Pennsylvania",90.0,2.8,0.0,4.5,0.0,1.2999999999999972,0.0,15.0,16.3,16.200000000000003,38.9,2018
"Census Tract 4736.02, Allegheny County, Pennsylvania",84.9,1.8,0.8,10.1,0.0,2.0999999999999943,0.0,20.5,17.200000000000003,19.9,31.9,2018
"Census Tract 4741.01, Allegheny County, Pennsylvania",83.8,1.2,0.0,11.1,0.0,0.0,0.9,17.4,16.8,17.4,33.5,2018
"Census Tract 4741.02, Allegheny County, Pennsylvania",91.6,0.2,0.4,5.3,0.0,1.2000000000000028,0.0,16.5,16.4,20.1,33.5,2018
"Census Tract 4742.01, Allegheny County, Pennsylvania",89.6,0.0,0.0,8.0,0.0,1.9000000000000057,0.3,18.3,19.1,12.7,36.7,2018
"Census Tract 4742.02, Allegheny County, Pennsylvania",90.9,0.2,0.0,7.0,0.0,0.5,0.0,16.3,13.6,13.1,41.8,2018
"Census Tract 4742.03, Allegheny County, Pennsylvania",86.1,0.0,0.3,8.5,0.0,2.200000000000003,0.8,19.2,13.5,16.799999999999997,36.6,2018
"Census Tract 4751.01, Allegheny County, Pennsylvania",83.9,3.0,0.3,9.3,0.0,2.0,0.6,21.9,28.6,21.6,20.400000000000002,2018
"Census Tract 4751.02, Allegheny County, Pennsylvania",99.7,0.2,0.0,0.0,0.0,0.0,0.0,15.8,18.4,22.200000000000003,29.6,2018
"Census Tract 4752, Allegheny County, Pennsylvania",98.0,0.2,0.0,0.0,0.0,0.9000000000000057,0.2,19.8,22.799999999999997,26.0,25.400000000000002,2018
"Census Tract 4753.01, Allegheny County, Pennsylvania",87.5,4.1,0.2,1.5,0.0,0.4000000000000057,0.9,16.1,30.7,26.299999999999997,17.3,2018
"Census Tract 4753.03, Allegheny County, Pennsylvania",98.3,0.3,0.0,0.0,0.0,0.9000000000000057,0.2,17.6,21.8,23.6,26.700000000000003,2018
"Census Tract 4753.04, Allegheny County, Pennsylvania",90.6,0.7,0.7,4.1,0.0,0.30000000000001137,0.6,22.6,22.5,14.9,30.200000000000003,2018
"Census Tract 4754.01, Allegheny County, Pennsylvania",96.1,1.8,0.0,0.0,0.0,0.0,0.0,22.299999999999997,20.9,24.200000000000003,25.9,2018
"Census Tract 4754.02, Allegheny County, Pennsylvania",96.4,0.0,0.0,0.2,1.0,0.0,0.0,16.3,22.799999999999997,22.5,29.1,2018
"Census Tract 4761, Allegheny County, Pennsylvania",86.4,1.0,0.0,10.5,0.0,1.5999999999999943,0.0,19.2,29.4,29.2,15.0,2018
"Census Tract 4762, Allegheny County, Pennsylvania",97.0,0.3,0.0,0.9,0.0,0.29999999999999716,0.0,23.1,23.4,35.4,13.2,2018
"Census Tract 4771, Allegheny County, Pennsylvania",93.3,0.2,0.0,3.3,0.4,0.20000000000000284,0.0,16.9,21.3,28.700000000000003,22.7,2018
"Census Tract 4772, Allegheny County, Pennsylvania",98.6,0.3,0.1,0.0,0.0,0.7000000000000028,0.0,16.7,24.799999999999997,31.7,18.7,2018
"Census Tract 4773, Allegheny County, Pennsylvania",69.5,4.8,0.5,14.8,0.0,0.4000000000000057,1.1,25.1,28.8,23.2,14.7,2018
"Census Tract 4781, Allegheny County, Pennsylvania",84.1,5.9,0.5,3.7,0.0,3.6000000000000085,1.0,18.4,28.1,29.7,14.5,2018
"Census Tract 4782, Allegheny County, Pennsylvania",85.2,2.0,1.5,4.8,0.0,4.099999999999994,0.0,23.8,25.8,27.900000000000002,11.899999999999999,2018
"Census Tract 4790, Allegheny County, Pennsylvania",93.1,0.0,0.0,3.9,0.0,0.0,0.0,25.7,25.1,26.3,17.0,2018
"Census Tract 4801.01, Allegheny County, Pennsylvania",63.4,17.6,0.0,14.8,0.0,1.1000000000000014,1.1,23.3,33.0,21.8,11.9,2018
"Census Tract 4801.02, Allegheny County, Pennsylvania",91.8,4.1,0.0,3.0,0.0,0.7000000000000028,0.4,22.5,31.0,25.5,12.5,2018
"Census Tract 4802, Allegheny County, Pennsylvania",83.5,8.2,0.0,3.2,0.0,2.5,0.0,21.6,22.3,25.700000000000003,18.1,2018
"Census Tract 4803, Allegheny County, Pennsylvania",95.3,1.0,0.0,0.2,0.3,1.1000000000000085,0.0,20.5,20.2,31.5,19.1,2018
"Census Tract 4804, Allegheny County, Pennsylvania",96.9,1.1,0.1,0.0,0.0,1.2999999999999972,0.4,15.8,28.0,29.5,17.4,2018
"Census Tract 4810, Allegheny County, Pennsylvania",46.6,34.7,0.2,3.5,0.0,10.199999999999996,0.0,32.8,25.0,18.5,7.6,2018
"Census Tract 4825, Allegheny County, Pennsylvania",82.0,12.0,0.4,0.0,0.0,1.2000000000000028,0.0,25.9,22.799999999999997,27.3,16.8,2018
"Census Tract 4838, Allegheny County, Pennsylvania",22.9,66.7,0.0,5.4,0.0,1.4000000000000021,0.0,38.6,35.6,11.8,4.4,2018
"Census Tract 4843, Allegheny County, Pennsylvania",64.6,28.2,0.0,1.1,0.0,1.3000000000000114,0.0,28.6,32.7,18.2,13.399999999999999,2018
"Census Tract 4845, Allegheny County, Pennsylvania",96.3,2.1,0.0,0.8,0.0,0.7999999999999972,0.0,17.2,34.0,23.9,16.0,2018
"Census Tract 4846, Allegheny County, Pennsylvania",77.6,14.6,0.0,0.0,0.0,0.7000000000000028,1.2,22.3,30.0,31.700000000000003,9.3,2018
"Census Tract 4850, Allegheny County, Pennsylvania",76.7,16.6,0.0,0.0,0.0,0.20000000000000284,3.3,29.0,27.9,23.1,7.9,2018
"Census Tract 4867, Allegheny County, Pennsylvania",27.6,54.7,0.8,0.0,0.0,1.1999999999999993,1.7,40.7,22.0,17.9,7.0,2018
"Census Tract 4868, Allegheny County, Pennsylvania",33.9,61.3,0.0,0.0,0.0,0.3999999999999986,2.8,34.9,30.299999999999997,16.1,7.7,2018
"Census Tract 4869, Allegheny County, Pennsylvania",26.2,55.2,0.0,0.0,0.0,0.0,0.0,40.099999999999994,30.799999999999997,16.6,0.4,2018
"Census Tract 4870, Allegheny County, Pennsylvania",93.5,4.9,0.0,0.0,0.0,0.0,0.3,26.6,32.0,19.7,11.0,2018
"Census Tract 4881, Allegheny County, Pennsylvania",79.7,13.6,0.0,0.0,0.0,1.5999999999999943,0.0,22.6,25.700000000000003,31.8,11.2,2018
"Census Tract 4882, Allegheny County, Pennsylvania",79.5,15.8,0.0,0.0,0.0,1.2999999999999972,0.0,32.1,23.7,23.0,8.4,2018
"Census Tract 4883, Allegheny County, Pennsylvania",97.8,0.3,0.0,0.0,0.0,1.6000000000000085,0.0,25.0,26.6,25.6,17.5,2018
"Census Tract 4884, Allegheny County, Pennsylvania",81.0,15.7,0.0,0.4,0.0,0.20000000000000284,0.0,24.200000000000003,32.3,24.4,9.3,2018
"Census Tract 4885, Allegheny County, Pennsylvania",93.7,0.9,0.0,0.0,0.0,0.0,0.0,22.6,31.3,27.1,14.5,2018
"Census Tract 4886, Allegheny County, Pennsylvania",84.7,11.4,0.3,0.2,0.0,0.5999999999999943,0.8,27.1,18.2,31.0,18.0,2018
"Census Tract 4890.01, Allegheny County, Pennsylvania",94.9,1.3,0.0,1.5,0.0,1.0,0.0,15.100000000000001,29.599999999999998,25.5,22.9,2018
"Census Tract 4890.02, Allegheny County, Pennsylvania",95.8,2.3,0.0,0.5,0.0,1.1000000000000085,0.0,19.1,20.8,23.8,27.200000000000003,2018
"Census Tract 4900.02, Allegheny County, Pennsylvania",85.6,3.0,0.5,6.0,0.0,2.0,0.0,23.3,29.3,24.6,13.700000000000001,2018
"Census Tract 4900.03, Allegheny County, Pennsylvania",90.2,2.9,0.2,1.3,0.0,2.8999999999999915,0.0,20.3,23.8,24.5,24.4,2018
"Census Tract 4900.04, Allegheny County, Pennsylvania",92.8,3.5,0.0,1.2,0.0,1.7000000000000028,0.0,19.4,20.7,28.2,24.4,2018
"Census Tract 4911.01, Allegheny County, Pennsylvania",93.4,3.3,0.0,2.7,0.0,0.29999999999999716,0.0,17.0,22.4,20.3,30.7,2018
"Census Tract 4912, Allegheny County, Pennsylvania",96.3,0.4,0.0,1.5,0.0,0.0,0.0,16.9,22.2,26.0,25.799999999999997,2018
"Census Tract 4927, Allegheny County, Pennsylvania",69.6,24.4,0.0,1.0,0.0,0.0,0.2,33.5,28.4,18.6,8.1,2018
"Census Tract 4928, Allegheny County, Pennsylvania",48.3,49.9,0.0,0.0,0.0,1.6000000000000014,0.0,46.2,19.2,22.3,3.8,2018
"Census Tract 4929, Allegheny County, Pennsylvania",66.2,32.0,0.0,0.0,0.0,1.0,0.0,34.199999999999996,30.9,17.4,5.9,2018
"Census Tract 4940, Allegheny County, Pennsylvania",94.7,2.6,0.0,0.0,0.4,0.20000000000000284,0.4,26.200000000000003,32.6,24.4,9.4,2018
"Census Tract 4950, Allegheny County, Pennsylvania",97.4,1.5,0.0,0.0,0.0,0.0,0.0,21.2,27.6,27.6,11.700000000000001,2018
"Census Tract 4961.01, Allegheny County, Pennsylvania",98.1,0.2,0.0,0.3,0.0,0.0,0.0,20.9,21.4,25.799999999999997,21.7,2018
"Census Tract 4961.02, Allegheny County, Pennsylvania",95.9,2.2,0.0,0.4,0.0,0.6999999999999886,0.0,24.3,26.0,29.0,15.7,2018
