,tract,total,male_percent,female_percent,disability_percent,male_disability_percent,female_disability_percent,year
371,"Census Tract 5644, Allegheny County, Pennsylvania",5512,0.4836719883889695,0.5163280116110305,0.15820029027576196,0.07619738751814223,0.08200290275761973,2013
372,"Census Tract 5645, Allegheny County, Pennsylvania",3340,0.5305389221556887,0.4694610778443114,0.12724550898203593,0.05389221556886228,0.07335329341317365,2013
373,"Census Tract 603, Allegheny County, Pennsylvania",2643,0.501324252743095,0.49867574725690506,0.1354521377222853,0.053348467650397274,0.082103670071888,2013
374,"Census Tract 605, Allegheny County, Pennsylvania",1424,0.49719101123595505,0.5028089887640449,0.15379213483146068,0.04915730337078652,0.10463483146067416,2013
375,"Census Tract 703, Allegheny County, Pennsylvania",1857,0.4991922455573506,0.5008077544426495,0.08292945611200861,0.03231017770597738,0.05061927840603123,2013
376,"Census Tract 705, Allegheny County, Pennsylvania",3093,0.5221467830585192,0.47785321694148075,0.05916585838991271,0.043970255415454254,0.015195602974458454,2013
377,"Census Tract 706, Allegheny County, Pennsylvania",1923,0.484659386375455,0.515340613624545,0.08216328653146125,0.018200728029121163,0.06396255850234009,2013
378,"Census Tract 708, Allegheny County, Pennsylvania",1724,0.4634570765661253,0.5365429234338747,0.09106728538283063,0.055104408352668215,0.03596287703016241,2013
379,"Census Tract 709, Allegheny County, Pennsylvania",4697,0.559506067702789,0.440493932297211,0.032148179689163295,0.012348307430274643,0.019799872258888653,2013
380,"Census Tract 802, Allegheny County, Pennsylvania",1704,0.4653755868544601,0.5346244131455399,0.16666666666666666,0.07453051643192488,0.09213615023474178,2013
381,"Census Tract 804, Allegheny County, Pennsylvania",1482,0.5310391363022942,0.4689608636977058,0.06545209176788123,0.011470985155195682,0.05398110661268556,2013
382,"Census Tract 806, Allegheny County, Pennsylvania",2166,0.48938134810710987,0.5106186518928901,0.08771929824561403,0.023084025854108958,0.06463527239150507,2013
383,"Census Tract 807, Allegheny County, Pennsylvania",1415,0.46925795053003533,0.5307420494699646,0.06784452296819787,0.04381625441696113,0.02402826855123675,2013
384,"Census Tract 809, Allegheny County, Pennsylvania",1736,0.47753456221198154,0.5224654377880185,0.125,0.05357142857142857,0.07142857142857142,2013
385,"Census Tract 901, Allegheny County, Pennsylvania",1769,0.5121537591859808,0.4878462408140192,0.15997738835500283,0.06500847936687394,0.09496890898812889,2013
386,"Census Tract 902, Allegheny County, Pennsylvania",2678,0.48058252427184467,0.5194174757281553,0.14115011202389843,0.0720687079910381,0.06908140403286034,2013
387,"Census Tract 903, Allegheny County, Pennsylvania",1695,0.456047197640118,0.543952802359882,0.2153392330383481,0.10206489675516224,0.11327433628318584,2013
388,"Census Tract 9800, Allegheny County, Pennsylvania",124,0.5161290322580645,0.4838709677419355,0.14516129032258066,0.07258064516129033,0.07258064516129033,2013
389,"Census Tract 9801, Allegheny County, Pennsylvania",14,1.0,0.0,0.0,0.0,0.0,2013
390,"Census Tract 9803, Allegheny County, Pennsylvania",10,1.0,0.0,0.0,0.0,0.0,2013
391,"Census Tract 9804, Allegheny County, Pennsylvania",11,0.09090909090909091,0.9090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182,2013
392,"Census Tract 9805, Allegheny County, Pennsylvania",23,1.0,0.0,1.0,1.0,0.0,2013
393,"Census Tract 9806, Allegheny County, Pennsylvania",0,0.0,0.0,0.0,0.0,0.0,2013
394,"Census Tract 9807, Allegheny County, Pennsylvania",9,0.0,1.0,0.0,0.0,0.0,2013
395,"Census Tract 9808, Allegheny County, Pennsylvania",0,0.0,0.0,0.0,0.0,0.0,2013
396,"Census Tract 9809, Allegheny County, Pennsylvania",0,0.0,0.0,0.0,0.0,0.0,2013
397,"Census Tract 9810, Allegheny County, Pennsylvania",0,0.0,0.0,0.0,0.0,0.0,2013
398,"Census Tract 9811, Allegheny County, Pennsylvania",5,0.0,1.0,1.0,0.0,1.0,2013
399,"Census Tract 9812, Allegheny County, Pennsylvania",0,0.0,0.0,0.0,0.0,0.0,2013
400,"Census Tract 9818, Allegheny County, Pennsylvania",271,0.6605166051660517,0.33948339483394835,0.2915129151291513,0.2140221402214022,0.07749077490774908,2013
401,"Census Tract 9822, Allegheny County, Pennsylvania",4338,0.44098662978331027,0.5590133702166897,0.03826648224988474,0.02074688796680498,0.01751959428307976,2013
402,"Census Tract 1005, Allegheny County, Pennsylvania",2321,0.5066781559672555,0.4933218440327445,0.2033606204222318,0.05816458423093494,0.14519603619129687,2014
403,"Census Tract 1011, Allegheny County, Pennsylvania",2815,0.48206039076376556,0.5179396092362345,0.14174067495559503,0.06074600355239787,0.08099467140319716,2014
404,"Census Tract 1014, Allegheny County, Pennsylvania",3326,0.47805171377029465,0.5219482862297053,0.14101022248947684,0.06734816596512327,0.07366205652435358,2014
405,"Census Tract 1016, Allegheny County, Pennsylvania",949,0.43940990516332984,0.5605900948366702,0.15489989462592202,0.08113804004214963,0.0737618545837724,2014
406,"Census Tract 1017, Allegheny County, Pennsylvania",1494,0.4457831325301205,0.5542168674698795,0.1713520749665328,0.06358768406961178,0.10776439089692101,2014
407,"Census Tract 1018, Allegheny County, Pennsylvania",2689,0.4871699516548903,0.5128300483451097,0.10673112681294161,0.03532911863146151,0.0714020081814801,2014
408,"Census Tract 103, Allegheny County, Pennsylvania",4108,0.41309639727361247,0.5869036027263875,0.04016553067185979,0.01777020447906524,0.022395326192794548,2014
409,"Census Tract 1102, Allegheny County, Pennsylvania",4493,0.45760071221900733,0.5423992877809927,0.0876919652793234,0.04117516136211885,0.04651680391720454,2014
410,"Census Tract 1106, Allegheny County, Pennsylvania",2404,0.4746256239600666,0.5253743760399334,0.07445923460898503,0.030782029950083195,0.04367720465890183,2014
411,"Census Tract 1113, Allegheny County, Pennsylvania",2286,0.42913385826771655,0.5708661417322834,0.21128608923884515,0.0857392825896763,0.12554680664916884,2014
412,"Census Tract 1114, Allegheny County, Pennsylvania",1300,0.4330769230769231,0.566923076923077,0.2246153846153846,0.06461538461538462,0.16,2014
413,"Census Tract 1115, Allegheny County, Pennsylvania",3136,0.4295280612244898,0.5704719387755102,0.16517857142857142,0.08035714285714286,0.08482142857142858,2014
414,"Census Tract 1203, Allegheny County, Pennsylvania",1561,0.4823830877642537,0.5176169122357464,0.267777065983344,0.14157591287636132,0.1262011531069827,2014
415,"Census Tract 1204, Allegheny County, Pennsylvania",745,0.45369127516778524,0.5463087248322148,0.3194630872483222,0.15436241610738255,0.1651006711409396,2014
416,"Census Tract 1207, Allegheny County, Pennsylvania",812,0.4064039408866995,0.5935960591133005,0.24876847290640394,0.07881773399014778,0.16995073891625614,2014
417,"Census Tract 1208, Allegheny County, Pennsylvania",759,0.4400527009222661,0.5599472990777339,0.16600790513833993,0.052700922266139656,0.11330698287220026,2014
418,"Census Tract 1301, Allegheny County, Pennsylvania",1838,0.426550598476605,0.573449401523395,0.18661588683351468,0.06692056583242655,0.11969532100108814,2014
419,"Census Tract 1302, Allegheny County, Pennsylvania",1397,0.39656406585540444,0.6034359341445955,0.13528990694345025,0.05511811023622047,0.08017179670722978,2014
420,"Census Tract 1303, Allegheny County, Pennsylvania",1316,0.35714285714285715,0.6428571428571429,0.20516717325227962,0.06534954407294832,0.1398176291793313,2014
421,"Census Tract 1304, Allegheny County, Pennsylvania",1045,0.42488038277511964,0.5751196172248804,0.17129186602870813,0.09282296650717703,0.0784688995215311,2014
422,"Census Tract 1306, Allegheny County, Pennsylvania",2975,0.35865546218487393,0.641344537815126,0.226890756302521,0.09445378151260504,0.13243697478991598,2014
423,"Census Tract 1401, Allegheny County, Pennsylvania",5543,0.5650369835828973,0.43496301641710267,0.07270431174454267,0.04005051416200613,0.03265379758253653,2014
424,"Census Tract 1402, Allegheny County, Pennsylvania",2627,0.43776170536733916,0.5622382946326608,0.05786067757898744,0.028169014084507043,0.029691663494480394,2014
425,"Census Tract 1403, Allegheny County, Pennsylvania",3621,0.4951670809168738,0.5048329190831262,0.0864402098867716,0.04888152444076222,0.03755868544600939,2014
426,"Census Tract 1404, Allegheny County, Pennsylvania",2360,0.47415254237288135,0.5258474576271186,0.06652542372881357,0.032627118644067796,0.03389830508474576,2014
427,"Census Tract 1405, Allegheny County, Pennsylvania",1763,0.47249007373794666,0.5275099262620533,0.15768576290414066,0.061259217243335225,0.09642654566080544,2014
428,"Census Tract 1406, Allegheny County, Pennsylvania",2990,0.5117056856187291,0.4882943143812709,0.06856187290969899,0.021070234113712373,0.04749163879598662,2014
429,"Census Tract 1408, Allegheny County, Pennsylvania",4712,0.4590407470288625,0.5409592529711376,0.07385398981324279,0.02737691001697793,0.04647707979626486,2014
430,"Census Tract 1410, Allegheny County, Pennsylvania",1009,0.49454905847373637,0.5054509415262636,0.09415262636273539,0.04261645193260654,0.05153617443012884,2014
431,"Census Tract 1411, Allegheny County, Pennsylvania",1286,0.5303265940902022,0.46967340590979784,0.12830482115085537,0.09486780715396578,0.03343701399688958,2014
432,"Census Tract 1413, Allegheny County, Pennsylvania",4865,0.543884892086331,0.45611510791366905,0.0776978417266187,0.03227132579650565,0.04542651593011305,2014
433,"Census Tract 1414, Allegheny County, Pennsylvania",5319,0.46944914457604814,0.5305508554239519,0.13216770069561948,0.06410979507426208,0.0680579056213574,2014
434,"Census Tract 1516, Allegheny County, Pennsylvania",2603,0.4314252785247791,0.5685747214752209,0.18363426815213216,0.09950057625816365,0.08413369189396849,2014
435,"Census Tract 1517, Allegheny County, Pennsylvania",4862,0.48724804607157546,0.5127519539284245,0.09707939119703826,0.03249691484985603,0.06458247634718223,2014
436,"Census Tract 1608, Allegheny County, Pennsylvania",2751,0.5554343874954561,0.4445656125045438,0.1737549981824791,0.07742639040348964,0.09632860777898945,2014
437,"Census Tract 1609, Allegheny County, Pennsylvania",3296,0.49150485436893204,0.508495145631068,0.10891990291262135,0.04338592233009709,0.06553398058252427,2014
438,"Census Tract 1702, Allegheny County, Pennsylvania",3495,0.5871244635193134,0.4128755364806867,0.06866952789699571,0.027181688125894134,0.04148783977110158,2014
439,"Census Tract 1706, Allegheny County, Pennsylvania",1921,0.5398230088495575,0.46017699115044247,0.13378448724622594,0.06871421134825612,0.0650702758979698,2014
440,"Census Tract 1803, Allegheny County, Pennsylvania",2624,0.4222560975609756,0.5777439024390244,0.19664634146341464,0.06173780487804878,0.13490853658536586,2014
441,"Census Tract 1807, Allegheny County, Pennsylvania",2191,0.5152898219990871,0.4847101780009128,0.11775445002282063,0.05659516202647193,0.0611592879963487,2014
442,"Census Tract 1903, Allegheny County, Pennsylvania",1943,0.5120946989191971,0.4879053010808029,0.14616572310859496,0.0905815748841997,0.055584148224395266,2014
443,"Census Tract 1911, Allegheny County, Pennsylvania",2568,0.5109034267912772,0.48909657320872274,0.10942367601246106,0.04088785046728972,0.06853582554517133,2014
444,"Census Tract 1914, Allegheny County, Pennsylvania",2645,0.46956521739130436,0.5304347826086957,0.17315689981096408,0.08809073724007561,0.08506616257088846,2014
445,"Census Tract 1915, Allegheny County, Pennsylvania",1971,0.48604769152714355,0.5139523084728564,0.1872146118721461,0.06950786402841197,0.11770674784373414,2014
446,"Census Tract 1916, Allegheny County, Pennsylvania",4641,0.548373195432019,0.45162680456798104,0.15535444947209653,0.07024348200818789,0.08511096746390864,2014
447,"Census Tract 1917, Allegheny County, Pennsylvania",3691,0.489027363858033,0.510972636141967,0.11812516933080466,0.07450555405039284,0.04361961528041181,2014
448,"Census Tract 1918, Allegheny County, Pennsylvania",5257,0.46376260224462623,0.5362373977553738,0.15408027392048698,0.06220277724938178,0.09187749667110519,2014
449,"Census Tract 1919, Allegheny County, Pennsylvania",2033,0.4599114608952287,0.5400885391047713,0.15346778160354158,0.08411214953271028,0.06935563207083129,2014
450,"Census Tract 1920, Allegheny County, Pennsylvania",3522,0.4733106189664963,0.5266893810335037,0.16070414537194777,0.06246450880181715,0.0982396365701306,2014
451,"Census Tract 201, Allegheny County, Pennsylvania",3643,0.533626132308537,0.4663738676914631,0.07191874828438101,0.04282185012352457,0.029096898160856435,2014
452,"Census Tract 2022, Allegheny County, Pennsylvania",2478,0.47619047619047616,0.5238095238095238,0.15899919289749798,0.06698950766747377,0.09200968523002422,2014
453,"Census Tract 2023, Allegheny County, Pennsylvania",3955,0.46624525916561316,0.5337547408343869,0.12262958280657396,0.05891276864728192,0.06371681415929203,2014
454,"Census Tract 203, Allegheny County, Pennsylvania",689,0.49201741654571846,0.5079825834542816,0.04354136429608128,0.04354136429608128,0.0,2014
455,"Census Tract 2107, Allegheny County, Pennsylvania",1838,0.45647442872687705,0.543525571273123,0.2236126224156692,0.0957562568008705,0.12785636561479868,2014
456,"Census Tract 2206, Allegheny County, Pennsylvania",1521,0.5062458908612755,0.49375410913872453,0.168310322156476,0.06903353057199212,0.0992767915844839,2014
457,"Census Tract 2406, Allegheny County, Pennsylvania",2401,0.4922948771345273,0.5077051228654728,0.1578508954602249,0.06538942107455227,0.09246147438567263,2014
458,"Census Tract 2412, Allegheny County, Pennsylvania",771,0.51621271076524,0.48378728923476005,0.2529182879377432,0.12062256809338522,0.13229571984435798,2014
459,"Census Tract 2503, Allegheny County, Pennsylvania",1382,0.5188133140376266,0.48118668596237335,0.10419681620839363,0.06439942112879884,0.03979739507959479,2014
460,"Census Tract 2507, Allegheny County, Pennsylvania",822,0.41605839416058393,0.583941605839416,0.17396593673965938,0.021897810218978103,0.15206812652068127,2014
461,"Census Tract 2509, Allegheny County, Pennsylvania",1313,0.4676313785224676,0.5323686214775324,0.17136329017517135,0.053313023610053314,0.11805026656511805,2014
462,"Census Tract 2602, Allegheny County, Pennsylvania",2000,0.5245,0.4755,0.164,0.072,0.092,2014
463,"Census Tract 2607, Allegheny County, Pennsylvania",2098,0.5243088655862727,0.47569113441372735,0.14251668255481412,0.05338417540514776,0.08913250714966635,2014
464,"Census Tract 2609, Allegheny County, Pennsylvania",1380,0.44420289855072465,0.5557971014492754,0.2108695652173913,0.09927536231884058,0.11159420289855072,2014
465,"Census Tract 2612, Allegheny County, Pennsylvania",1168,0.511986301369863,0.488013698630137,0.13184931506849315,0.0488013698630137,0.08304794520547945,2014
466,"Census Tract 2614, Allegheny County, Pennsylvania",1798,0.48053392658509453,0.5194660734149055,0.2424916573971079,0.10344827586206896,0.13904338153503892,2014
467,"Census Tract 2615, Allegheny County, Pennsylvania",1557,0.4701348747591522,0.5298651252408478,0.17533718689788053,0.08285163776493257,0.09248554913294797,2014
468,"Census Tract 2620, Allegheny County, Pennsylvania",2395,0.4572025052192067,0.5427974947807933,0.1954070981210856,0.08893528183716075,0.10647181628392484,2014
469,"Census Tract 2701, Allegheny County, Pennsylvania",2436,0.4429392446633826,0.5570607553366174,0.1412151067323481,0.07676518883415435,0.06444991789819376,2014
470,"Census Tract 2703, Allegheny County, Pennsylvania",2088,0.47988505747126436,0.5201149425287356,0.22509578544061304,0.11590038314176246,0.10919540229885058,2014
471,"Census Tract 2704, Allegheny County, Pennsylvania",975,0.521025641025641,0.47897435897435897,0.23282051282051283,0.07076923076923076,0.16205128205128205,2014
472,"Census Tract 2708, Allegheny County, Pennsylvania",2761,0.5342267294458529,0.465773270554147,0.13038754074610648,0.06519377037305324,0.06519377037305324,2014
473,"Census Tract 2715, Allegheny County, Pennsylvania",3155,0.49793977812995244,0.5020602218700475,0.15689381933438987,0.101743264659271,0.05515055467511886,2014
474,"Census Tract 2814, Allegheny County, Pennsylvania",2288,0.42963286713286714,0.5703671328671329,0.1652097902097902,0.055944055944055944,0.10926573426573427,2014
475,"Census Tract 2815, Allegheny County, Pennsylvania",1444,0.45637119113573404,0.5436288088642659,0.10595567867036011,0.039473684210526314,0.0664819944598338,2014
476,"Census Tract 2901, Allegheny County, Pennsylvania",2117,0.5205479452054794,0.4794520547945205,0.2153991497401984,0.09636277751535191,0.11903637222484648,2014
477,"Census Tract 2902, Allegheny County, Pennsylvania",4048,0.4589920948616601,0.54100790513834,0.1842885375494071,0.08646245059288538,0.09782608695652174,2014
478,"Census Tract 2904, Allegheny County, Pennsylvania",3880,0.4842783505154639,0.5157216494845361,0.1518041237113402,0.07036082474226804,0.08144329896907217,2014
479,"Census Tract 3001, Allegheny County, Pennsylvania",4194,0.4058178350023844,0.5941821649976157,0.12398664759179781,0.0569861707200763,0.0670004768717215,2014
480,"Census Tract 305, Allegheny County, Pennsylvania",2146,0.36113699906803354,0.6388630009319665,0.23299161230195714,0.07688723205964586,0.15610438024231127,2014
481,"Census Tract 3102, Allegheny County, Pennsylvania",3465,0.4836940836940837,0.5163059163059163,0.15122655122655124,0.08311688311688312,0.0681096681096681,2014
482,"Census Tract 3103, Allegheny County, Pennsylvania",933,0.4758842443729904,0.5241157556270096,0.14469453376205788,0.05251875669882101,0.09217577706323687,2014
483,"Census Tract 3204, Allegheny County, Pennsylvania",2020,0.5188118811881188,0.48118811881188117,0.13514851485148516,0.07920792079207921,0.05594059405940594,2014
484,"Census Tract 3206, Allegheny County, Pennsylvania",2306,0.4800520381613183,0.5199479618386817,0.1422376409366869,0.046834345186470075,0.09540329575021683,2014
485,"Census Tract 3207, Allegheny County, Pennsylvania",1639,0.5021354484441732,0.4978645515558267,0.17022574740695545,0.08297742525930446,0.087248322147651,2014
486,"Census Tract 4011, Allegheny County, Pennsylvania",4645,0.4721205597416577,0.5278794402583423,0.134983853606028,0.05059203444564048,0.08439181916038752,2014
487,"Census Tract 4012, Allegheny County, Pennsylvania",3106,0.48003863490019316,0.5199613650998068,0.28235672891178365,0.15582743077913716,0.1265292981326465,2014
488,"Census Tract 4013, Allegheny County, Pennsylvania",2682,0.48471290082028334,0.5152870991797166,0.11558538404175989,0.04064131245339299,0.07494407158836688,2014
489,"Census Tract 402, Allegheny County, Pennsylvania",1721,0.4264962231260895,0.5735037768739105,0.12957582800697268,0.054038349796629866,0.07553747821034282,2014
490,"Census Tract 4020, Allegheny County, Pennsylvania",3164,0.47313527180783815,0.5268647281921618,0.1779393173198483,0.07996207332490518,0.0979772439949431,2014
491,"Census Tract 4035, Allegheny County, Pennsylvania",4512,0.5172872340425532,0.48271276595744683,0.17043439716312056,0.08466312056737589,0.08577127659574468,2014
492,"Census Tract 404, Allegheny County, Pennsylvania",2126,0.5536218250235183,0.44637817497648163,0.09689557855126998,0.04985888993414864,0.047036688617121354,2014
493,"Census Tract 4040, Allegheny County, Pennsylvania",1326,0.5437405731523378,0.45625942684766213,0.13273001508295626,0.0693815987933635,0.06334841628959276,2014
494,"Census Tract 405, Allegheny County, Pennsylvania",3321,0.33634447455585664,0.6636555254441433,0.06263173742848539,0.017765733212887685,0.044866004215597714,2014
495,"Census Tract 4050, Allegheny County, Pennsylvania",1111,0.5229522952295229,0.47704770477047703,0.17371737173717372,0.0999099909990999,0.0738073807380738,2014
496,"Census Tract 406, Allegheny County, Pennsylvania",2323,0.4644855789926819,0.5355144210073182,0.037882049074472665,0.03400774860094705,0.0038743004735256135,2014
497,"Census Tract 4060, Allegheny County, Pennsylvania",2354,0.5021240441801189,0.49787595581988103,0.15632965165675447,0.0875106202209006,0.06881903143585387,2014
498,"Census Tract 4070.01, Allegheny County, Pennsylvania",4970,0.4732394366197183,0.5267605633802817,0.14164989939637826,0.04668008048289739,0.09496981891348089,2014
499,"Census Tract 4070.02, Allegheny County, Pennsylvania",6757,0.48379458339499776,0.5162054166050022,0.13023531152878495,0.0663016131419269,0.06393369838685807,2014
500,"Census Tract 4080.01, Allegheny County, Pennsylvania",4910,0.4969450101832994,0.5030549898167006,0.14012219959266803,0.05173116089613035,0.08839103869653768,2014
501,"Census Tract 4080.02, Allegheny County, Pennsylvania",6330,0.46571879936808847,0.5342812006319115,0.07156398104265403,0.02132701421800948,0.05023696682464455,2014
502,"Census Tract 409, Allegheny County, Pennsylvania",2991,0.5633567368772986,0.43664326312270146,0.09428284854563691,0.0504847876964226,0.04379806084921431,2014
503,"Census Tract 4090, Allegheny County, Pennsylvania",11958,0.5174778391035291,0.482522160896471,0.05143000501756147,0.029938116741930088,0.021491888275631376,2014
504,"Census Tract 4100, Allegheny County, Pennsylvania",1249,0.5324259407526021,0.4675740592473979,0.09287429943955164,0.057646116893514815,0.03522818254603683,2014
505,"Census Tract 4110, Allegheny County, Pennsylvania",7225,0.49813148788927336,0.5018685121107267,0.05079584775086505,0.031418685121107265,0.019377162629757784,2014
506,"Census Tract 4120.01, Allegheny County, Pennsylvania",8401,0.4793476967027735,0.5206523032972266,0.06249256040947506,0.02975836209975003,0.03273419830972503,2014
507,"Census Tract 4120.02, Allegheny County, Pennsylvania",5481,0.5378580550994344,0.4621419449005656,0.06659368728334246,0.04853128991060025,0.0180623973727422,2014
508,"Census Tract 4131, Allegheny County, Pennsylvania",7161,0.520039100684262,0.47996089931573804,0.062281804217288086,0.033235581622678395,0.02904622259460969,2014
509,"Census Tract 4132.01, Allegheny County, Pennsylvania",3697,0.4433324317013795,0.5566675682986205,0.12036786583716527,0.05463889640248851,0.06572896943467677,2014
510,"Census Tract 4132.02, Allegheny County, Pennsylvania",2667,0.4881889763779528,0.5118110236220472,0.09561304836895389,0.04349456317960255,0.05211848518935133,2014
511,"Census Tract 4133, Allegheny County, Pennsylvania",4717,0.49162603349586603,0.508373966504134,0.10006359974560101,0.050879796480814074,0.04918380326478694,2014
512,"Census Tract 4134, Allegheny County, Pennsylvania",4237,0.4904413500118008,0.5095586499881992,0.09582251593108332,0.03729053575643144,0.058531980174651874,2014
513,"Census Tract 4135, Allegheny County, Pennsylvania",5869,0.47384562957914467,0.5261543704208553,0.1162037825864713,0.06048730618504004,0.05571647640143125,2014
514,"Census Tract 4141.01, Allegheny County, Pennsylvania",5342,0.5211531261699738,0.4788468738300262,0.035941594908274054,0.020778734556345938,0.015162860351928117,2014
515,"Census Tract 4141.02, Allegheny County, Pennsylvania",7370,0.457123473541384,0.5428765264586161,0.06960651289009498,0.0316146540027137,0.037991858887381276,2014
516,"Census Tract 4142, Allegheny County, Pennsylvania",5716,0.48670398880335897,0.513296011196641,0.1000699790062981,0.05108467459762071,0.0489853044086774,2014
517,"Census Tract 4150.01, Allegheny County, Pennsylvania",4676,0.4839606501283148,0.5160393498716852,0.09110350727117195,0.03699743370402053,0.054106073567151414,2014
518,"Census Tract 4150.02, Allegheny County, Pennsylvania",2421,0.4745972738537794,0.5254027261462205,0.08261049153242461,0.039239983477901696,0.04337050805452292,2014
519,"Census Tract 4160, Allegheny County, Pennsylvania",1639,0.4777303233679073,0.5222696766320928,0.19280048810250153,0.09395973154362416,0.09884075655887736,2014
520,"Census Tract 4171, Allegheny County, Pennsylvania",2124,0.4467984934086629,0.553201506591337,0.1596045197740113,0.06497175141242938,0.09463276836158192,2014
521,"Census Tract 4172, Allegheny County, Pennsylvania",1276,0.43652037617554856,0.5634796238244514,0.15047021943573669,0.05799373040752351,0.09247648902821316,2014
522,"Census Tract 4180, Allegheny County, Pennsylvania",1723,0.4753337202553685,0.5246662797446314,0.12710388856645385,0.0632617527568195,0.06384213580963435,2014
523,"Census Tract 4190, Allegheny County, Pennsylvania",2769,0.45539906103286387,0.5446009389671361,0.15131816540267246,0.07872878295413507,0.07258938244853738,2014
524,"Census Tract 4200, Allegheny County, Pennsylvania",1512,0.4748677248677249,0.5251322751322751,0.14153439153439154,0.04894179894179894,0.09259259259259259,2014
525,"Census Tract 4211, Allegheny County, Pennsylvania",4121,0.4693035670953652,0.5306964329046348,0.1455957291919437,0.05362776025236593,0.09196796893957777,2014
526,"Census Tract 4212, Allegheny County, Pennsylvania",4337,0.48651141341941434,0.5134885865805856,0.07839520405810468,0.04219506571362693,0.03620013834447775,2014
527,"Census Tract 4220, Allegheny County, Pennsylvania",5392,0.4883160237388724,0.5116839762611276,0.04710682492581603,0.020586053412462908,0.026520771513353116,2014
528,"Census Tract 4230, Allegheny County, Pennsylvania",2794,0.46957766642806015,0.5304223335719399,0.09985683607730853,0.06370794559770938,0.03614889047959914,2014
529,"Census Tract 4240, Allegheny County, Pennsylvania",3427,0.517362124306974,0.48263787569302596,0.21768310475634667,0.12313977239568136,0.09454333236066531,2014
530,"Census Tract 4250, Allegheny County, Pennsylvania",3446,0.5281485780615206,0.4718514219384794,0.16424840394660475,0.08966918165989553,0.07457922228670923,2014
531,"Census Tract 4263, Allegheny County, Pennsylvania",6178,0.4901262544512787,0.5098737455487212,0.12075105212042732,0.057461961799935256,0.06328909032049207,2014
532,"Census Tract 4264, Allegheny County, Pennsylvania",4272,0.4562265917602996,0.5437734082397003,0.12944756554307116,0.08192883895131087,0.0475187265917603,2014
533,"Census Tract 4267, Allegheny County, Pennsylvania",2272,0.4810739436619718,0.5189260563380281,0.1329225352112676,0.08054577464788733,0.05237676056338028,2014
534,"Census Tract 4268, Allegheny County, Pennsylvania",5406,0.46910839807621163,0.5308916019237884,0.07676655567887532,0.03718091009988901,0.03958564557898631,2014
535,"Census Tract 4270, Allegheny County, Pennsylvania",3736,0.507762312633833,0.492237687366167,0.15631691648822268,0.06825481798715204,0.08806209850107066,2014
536,"Census Tract 4271, Allegheny County, Pennsylvania",5685,0.4758135444151275,0.5241864555848724,0.10325417766051011,0.042744063324538256,0.06051011433597186,2014
537,"Census Tract 4272, Allegheny County, Pennsylvania",4923,0.48892951452366445,0.5110704854763356,0.1614868982327849,0.08003250050782043,0.08145439772496445,2014
538,"Census Tract 4281, Allegheny County, Pennsylvania",1201,0.514571190674438,0.48542880932556204,0.14154870940882597,0.07826810990840966,0.06328059950041633,2014
539,"Census Tract 4282, Allegheny County, Pennsylvania",2124,0.4915254237288136,0.5084745762711864,0.11770244821092278,0.04990583804143126,0.06779661016949153,2014
540,"Census Tract 4291, Allegheny County, Pennsylvania",2594,0.4984579799537394,0.5015420200462606,0.1530454895913647,0.07054741711642251,0.08249807247494217,2014
541,"Census Tract 4292.01, Allegheny County, Pennsylvania",4166,0.4875180028804609,0.5124819971195391,0.08209313490158425,0.03696591454632741,0.04512722035525684,2014
542,"Census Tract 4292.02, Allegheny County, Pennsylvania",4466,0.4601433049708912,0.5398566950291088,0.09404388714733543,0.043663233318405735,0.05038065382892969,2014
543,"Census Tract 4293, Allegheny County, Pennsylvania",5132,0.4686282151208106,0.5313717848791893,0.08554169914263444,0.03682774746687451,0.04871395167575994,2014
544,"Census Tract 4294, Allegheny County, Pennsylvania",4380,0.4819634703196347,0.5180365296803653,0.09246575342465753,0.03767123287671233,0.0547945205479452,2014
545,"Census Tract 4295, Allegheny County, Pennsylvania",4255,0.4792009400705053,0.5207990599294947,0.18589894242068156,0.07497062279670975,0.1109283196239718,2014
546,"Census Tract 4296, Allegheny County, Pennsylvania",3128,0.43638107416879796,0.5636189258312021,0.08663682864450128,0.03644501278772379,0.0501918158567775,2014
547,"Census Tract 4297, Allegheny County, Pennsylvania",2475,0.46989898989898987,0.5301010101010101,0.14707070707070707,0.042828282828282827,0.10424242424242425,2014
548,"Census Tract 4301, Allegheny County, Pennsylvania",1968,0.49898373983739835,0.5010162601626016,0.12957317073170732,0.07723577235772358,0.05233739837398374,2014
549,"Census Tract 4302, Allegheny County, Pennsylvania",4775,0.5275392670157069,0.4724607329842932,0.10303664921465969,0.06492146596858639,0.0381151832460733,2014
550,"Census Tract 4311, Allegheny County, Pennsylvania",3274,0.44960293219303604,0.550397067806964,0.1032376298106292,0.040623091020158826,0.06261453879047037,2014
551,"Census Tract 4314, Allegheny County, Pennsylvania",1820,0.4758241758241758,0.5241758241758242,0.13296703296703297,0.0489010989010989,0.08406593406593407,2014
552,"Census Tract 4315, Allegheny County, Pennsylvania",3242,0.5095619987661937,0.4904380012338063,0.18136952498457742,0.0891425046267736,0.09222702035780382,2014
553,"Census Tract 4323, Allegheny County, Pennsylvania",1927,0.37311883757135444,0.6268811624286456,0.22210690192008303,0.07991696938245978,0.14218993253762324,2014
